gene,sod
TBC1D19,-0.098
AC012510.1,-0.098
SLC43A2,-0.0981
NIPAL2,-0.0981
ZNF614,-0.0981
EXD3,-0.0982
BARHL2,-0.0982
GPD1L,-0.0982
TPPP3,-0.0982
SMG8,-0.0982
DUS2,-0.0983
ZFP69B,-0.0983
AADAT,-0.0983
ZNF232,-0.0983
RAD51,-0.0983
AL590428.1,-0.0983
ZNF473,-0.0984
LYSMD1,-0.0984
SLC12A9-AS1,-0.0984
PCDHB2,-0.0984
FAM184B,-0.0984
BAHD1,-0.0984
AC055713.1,-0.0984
PAQR3,-0.0984
OTUD7A,-0.0984
AL008729.1,-0.0984
AC067735.1,-0.0985
GPR89A,-0.0985
AC006449.6,-0.0985
TAPT1-AS1,-0.0985
CENPVL3,-0.0985
TLE4,-0.0985
ABHD17B,-0.0986
ZNF211,-0.0986
LRRC56,-0.0986
AL606760.1,-0.0986
AC009309.1,-0.0986
CLCN2,-0.0986
ZNF584,-0.0987
KIF7,-0.0987
CA5B,-0.0987
ZNF250,-0.0987
SCAI,-0.0988
ZNF549,-0.0988
RBM20,-0.0989
SLC16A13,-0.0989
ZBTB33,-0.0989
AC027020.2,-0.0989
FAM198B,-0.0989
AC073389.1,-0.0989
FRY,-0.099
SLC29A2,-0.099
AC106782.2,-0.099
AC026471.4,-0.0991
MORC2-AS1,-0.0991
AL583810.1,-0.0991
AL441883.1,-0.0992
AC093495.1,-0.0992
TMEM9B-AS1,-0.0992
NEMP2,-0.0992
NKX6-1,-0.0992
TDRKH,-0.0992
MBOAT1,-0.0993
P2RX5,-0.0993
AFG1L,-0.0993
AC008014.1,-0.0993
STAT5B,-0.0993
CNTNAP3B,-0.0994
LIPE-AS1,-0.0994
RBMS2,-0.0995
AC004918.1,-0.0995
ATG9B,-0.0995
AC108134.2,-0.0995
AC004803.1,-0.0996
MRPS30-DT,-0.0996
AC100786.1,-0.0996
C19orf54,-0.0996
FUT4,-0.0996
TMEM176B,-0.0996
ZNF112,-0.0997
SH3BP5L,-0.0997
ZNF283,-0.0997
AL035461.2,-0.0998
BX890604.1,-0.0998
HFE,-0.0998
ZC3HAV1L,-0.0998
AC093297.2,-0.0999
SH3RF1,-0.1
CCDC69,-0.1001
LINC00601,-0.1001
KCTD1,-0.1001
ARL9,-0.1001
C15orf41,-0.1002
ZBTB34,-0.1002
CDKN2B-AS1,-0.1002
PLD2,-0.1002
AC004839.1,-0.1003
LINC00853,-0.1003
AL390729.1,-0.1003
AL450992.1,-0.1003
BCL2L2,-0.1003
USP35,-0.1003
HENMT1,-0.1004
ERFE,-0.1004
AC239868.2,-0.1004
CACNB1,-0.1004
SPTBN4,-0.1004
DAGLB,-0.1004
ZNF707,-0.1004
APLF,-0.1004
AP001160.3,-0.1004
ABHD1,-0.1005
AC007773.1,-0.1005
HLA-DMB,-0.1005
AL049543.1,-0.1006
CU638689.4,-0.1006
DISC1,-0.1006
PPM1M,-0.1007
TWSG1,-0.1007
TEP1,-0.1007
ZNF485,-0.1008
SEC24B,-0.1008
C12orf66,-0.1008
C1QTNF6,-0.1008
PIP5KL1,-0.1008
KDM4D,-0.1008
BX255925.3,-0.1008
LINC01134,-0.1008
ATRNL1,-0.1009
AC092115.3,-0.1009
AC007336.1,-0.1009
ZHX2,-0.101
ZNF774,-0.101
FARS2,-0.101
ZNF684,-0.1011
STK11IP,-0.1011
KLHL15,-0.1011
SLC26A4,-0.1011
CABP1,-0.1011
AC116424.1,-0.1011
HIST1H4D,-0.1011
SGK494,-0.1012
TMEM191B,-0.1012
AC116913.1,-0.1012
ZBTB25,-0.1012
ATXN7,-0.1012
SLC25A30,-0.1013
EFNB2,-0.1013
SEMA6C,-0.1013
MAB21L1,-0.1013
LRRC37B,-0.1014
AL132655.2,-0.1014
ZHX1-C8orf76,-0.1014
CAMK1,-0.1014
PPARD,-0.1014
AC098850.3,-0.1014
MANEA-DT,-0.1014
CGREF1,-0.1015
MED20,-0.1015
TRAF6,-0.1015
AC019205.1,-0.1015
SH3D21,-0.1015
SLC46A1,-0.1016
KIAA1614-AS1,-0.1016
TRPV4,-0.1017
AL117332.1,-0.1017
AREL1,-0.1018
AL080276.2,-0.1018
SLITRK5,-0.1018
SMPX,-0.1018
AC005837.1,-0.1019
AC118553.2,-0.1019
OPHN1,-0.1019
FP236315.1,-0.1019
AC015712.1,-0.1019
ZNF841,-0.1019
SEPSECS-AS1,-0.1019
GRHL1,-0.1019
SIMC1,-0.102
JAZF1-AS1,-0.102
PPP2R2B,-0.102
SLC45A4,-0.102
ZBTB39,-0.102
SLC25A14,-0.102
PLCG2,-0.1021
ZNF416,-0.1021
CCDC140,-0.1021
ZNF713,-0.1021
TSC22D1-AS1,-0.1021
CNKSR2,-0.1022
PIGO,-0.1022
NOMO1,-0.1023
BICRA,-0.1023
AC008966.1,-0.1023
USP3-AS1,-0.1023
AC233992.3,-0.1023
PFN4,-0.1024
MTRNR2L6,-0.1024
SEMA4G,-0.1024
KLC4,-0.1024
AC021321.1,-0.1025
LINC00337,-0.1025
AC112907.3,-0.1026
CLSTN3,-0.1026
AL135791.1,-0.1026
ARHGAP45,-0.1026
AP003486.1,-0.1026
FAM135A,-0.1026
FAM149A,-0.1027
ISL2,-0.1027
LINC00683,-0.1027
ZNF18,-0.1027
AL513550.1,-0.1027
ENTPD5,-0.1027
ZNF268,-0.1027
AMBRA1,-0.1028
FUT10,-0.1028
KBTBD6,-0.1028
SHLD3,-0.1028
TAS2R4,-0.1028
POMT1,-0.1029
GNB3,-0.103
BOLA2-SMG1P6,-0.103
GRAMD1C,-0.103
EPHX2,-0.103
HNRNPA1P48,-0.103
DIABLO.1,-0.103
GAL3ST4,-0.103
TUT1,-0.103
SLC37A1,-0.1031
C17orf49,-0.1031
PBX4,-0.1031
FOXP4,-0.1032
ZNF441,-0.1032
ZFP37,-0.1032
IPPK,-0.1032
AMER1,-0.1033
CYP3A5,-0.1033
HIST1H3A,-0.1033
RAB40C,-0.1033
AC096677.1,-0.1033
KDELC1,-0.1034
CDC37L1-DT,-0.1034
ZBTB49,-0.1034
ANKRD36B,-0.1034
CMC4,-0.1034
RNF208,-0.1034
TADA2A,-0.1034
ZNF850,-0.1035
DEPDC1-AS1,-0.1035
AL023806.1,-0.1035
CCDC157,-0.1035
UNC80,-0.1035
NBEAL2,-0.1035
LRRC1,-0.1035
DLG3,-0.1036
TAS2R14,-0.1037
HKR1,-0.1037
SNHG9,-0.1037
ARL17B,-0.1037
POU6F1,-0.1037
MVB12B,-0.1038
NIPSNAP3A,-0.1038
AC006946.2,-0.1038
BBOF1,-0.1038
TRMT2B,-0.1039
THAP10,-0.1039
DDTL,-0.104
PHF2,-0.1041
NPPA-AS1,-0.1041
TRDMT1,-0.1041
FLVCR2,-0.1041
KLHL14,-0.1041
ZNF248,-0.1041
FAM95B1,-0.1041
SLC43A1,-0.1041
LRRC3,-0.1041
AC009053.2,-0.1042
MOCOS,-0.1042
C1orf61,-0.1042
SPIN2B,-0.1042
FAM47E,-0.1042
ADAMTS3,-0.1042
C21orf62-AS1,-0.1043
SEC31B,-0.1043
AC010883.1,-0.1044
GRK4,-0.1044
FBXL22,-0.1045
ZNF227,-0.1045
ERMP1,-0.1045
TBC1D8-AS1,-0.1045
PATJ,-0.1045
TTC8,-0.1046
ACVR1B,-0.1046
COG8.1,-0.1046
ZNF285,-0.1046
AC007038.2,-0.1047
PKLR,-0.1047
MST1,-0.1047
TMEM182,-0.1047
AC018553.1,-0.1047
DDN-AS1,-0.1047
TYW1B,-0.1048
MTHFSD,-0.1048
AP000842.3,-0.1048
ZNF140,-0.1048
AL080317.2,-0.1049
AC068338.2,-0.1049
AC107959.4,-0.1049
RAPGEF6,-0.1049
ST20-AS1,-0.1049
GIN1,-0.1049
BMT2,-0.1049
AP003086.1,-0.1049
AC116667.1,-0.105
PPFIA4,-0.105
GLYCTK,-0.105
DUSP19,-0.105
PLCD1,-0.105
HSF2BP,-0.1051
SLC6A9,-0.1051
ZNF586,-0.1051
LINC00987,-0.1051
FBXO16,-0.1051
ANKMY1,-0.1052
RUBCNL,-0.1052
ZNF493,-0.1053
SHISA9,-0.1053
KTN1-AS1,-0.1053
KIF21B,-0.1053
AP000692.2,-0.1053
TMEM150C,-0.1053
AL022069.1,-0.1053
AC093627.4,-0.1054
FBXO38,-0.1054
LINC02018,-0.1054
EXTL3-AS1,-0.1054
LINC01465,-0.1054
TSTD3,-0.1055
ZNF2,-0.1055
HOMER2,-0.1055
ADAM19,-0.1055
TMEM145,-0.1055
C17orf82,-0.1056
SLC36A1,-0.1056
YY2,-0.1057
EGLN3,-0.1057
AC004816.1,-0.1057
UBE2Q2L,-0.1058
NOP2,-0.1058
AC138932.5,-0.1058
CBWD3,-0.1058
AC009318.3,-0.1058
FSD1L,-0.1058
FUK,-0.1059
RWDD2A,-0.1059
ZNF551,-0.1059
CDNF,-0.1059
MIR762HG,-0.1059
S1PR5,-0.106
TRIM36,-0.106
SIPA1L3,-0.106
CEBPB-AS1,-0.106
HOXB8,-0.106
VSIG8,-0.106
AC009148.1,-0.1061
IQCH-AS1,-0.1061
ZNF546,-0.1062
AC007228.2,-0.1062
KHNYN,-0.1062
SHROOM1,-0.1062
FSTL3,-0.1062
LRRC2,-0.1062
ZIC5,-0.1062
AL049794.1,-0.1062
ZNF558,-0.1062
ADAMTS7,-0.1063
ERVK9-11,-0.1063
UPRT,-0.1063
TBC1D30,-0.1063
NBPF20,-0.1063
AC023355.1,-0.1064
ALDH1A2,-0.1064
AC008443.5,-0.1064
AC074117.1,-0.1065
INCA1,-0.1065
SLC25A42,-0.1065
ZNF658,-0.1065
KIAA1958,-0.1065
Z98752.4,-0.1065
ASB3,-0.1066
AL163051.1,-0.1066
SLC25A20,-0.1066
AC008736.1,-0.1066
COL9A2,-0.1066
CCDC61,-0.1066
ZNF747,-0.1067
SLC14A2,-0.1067
ZNF182,-0.1067
GNAZ,-0.1067
ZNF324,-0.1068
UST,-0.1068
NKX2-8,-0.1068
LRRC46,-0.1068
ERCC8,-0.1068
PIK3C2B,-0.1069
HOXC13,-0.1069
LHX6,-0.1069
QSOX2,-0.1069
RNF43,-0.1069
AC016705.2,-0.1069
BEND3,-0.1069
ZNF624,-0.107
ANKRD31,-0.107
AP001160.2,-0.1071
CTIF,-0.1071
AC098864.1,-0.1071
SP4,-0.1071
S1PR2,-0.1071
CA13,-0.1072
ZNF222,-0.1072
RUSC1-AS1,-0.1072
AL162258.2,-0.1072
TIGD4,-0.1073
LINC02035,-0.1073
ATXN7.1,-0.1073
PSMD6-AS1,-0.1073
ZNF695,-0.1073
ZNF212,-0.1073
KLHL11,-0.1073
CHIC1,-0.1073
DEPDC4,-0.1074
AC002310.2,-0.1075
SLC25A21-AS1,-0.1075
ACOX3,-0.1075
AC016394.2,-0.1075
AP003900.1,-0.1075
AL157904.1,-0.1075
CLK2,-0.1075
PABPC3,-0.1075
HIST1H2BL,-0.1076
USP49,-0.1076
ZNF569,-0.1076
AL391832.2,-0.1076
ZNF23,-0.1077
KCNAB3,-0.1077
TSIX,-0.1077
USP27X,-0.1077
CLN3,-0.1077
LBHD1,-0.1078
CEP295NL,-0.1078
RBFOX3,-0.1078
EIF3C,-0.1078
IGIP,-0.1078
PPP1R13L,-0.1078
AC096992.2,-0.1079
DHRS13,-0.1079
AC107884.1,-0.1079
ZNF35,-0.1079
AL049840.2,-0.1079
ZFHX2,-0.1079
LINC01771,-0.1079
AP003119.2,-0.108
AC004846.2,-0.108
TPK1,-0.108
LINC02021,-0.108
CCDC120,-0.1081
TRIM6,-0.1081
ABCC10,-0.1081
TDRP,-0.1081
APBA3,-0.1081
NOP14-AS1,-0.1082
ZNF589,-0.1082
ZNF761,-0.1082
MORF4L2-AS1,-0.1082
ABCB9,-0.1083
AC022784.6,-0.1083
GTF2H2C,-0.1083
BOLA2B,-0.1083
WNT10B,-0.1084
ZFP82,-0.1084
FDXACB1,-0.1084
AC099850.1,-0.1085
USP46-AS1,-0.1085
AC092140.1,-0.1085
AC027307.3,-0.1085
FCF1,-0.1085
TRPV1,-0.1086
GMDS-DT,-0.1086
GAB3,-0.1086
RUBCN,-0.1086
LINC00240,-0.1086
AK9,-0.1086
ZNF853,-0.1087
AC006299.1,-0.1087
SLC16A5,-0.1087
TRIM58,-0.1087
AC092123.1,-0.1087
AC124283.1,-0.1087
MTCP1,-0.1087
CYP26B1,-0.1088
AC116407.2,-0.1088
PCDH9,-0.1088
C10orf88,-0.1088
TRPV3,-0.1089
RAP2C-AS1,-0.1089
LINC01293,-0.1089
BICRAL,-0.1089
TFR2,-0.1089
AC104653.1,-0.1089
ANKRD23,-0.109
TLR3,-0.109
AC137723.1,-0.109
AC020915.3,-0.109
MAN2B1,-0.1091
ZNF529,-0.1091
AC022306.2,-0.1091
KBTBD7,-0.1091
NMT2,-0.1091
ANKRD18B,-0.1092
AARS2,-0.1092
LINC01971,-0.1093
AC069544.1,-0.1093
APOM,-0.1093
GPR3,-0.1093
AC013470.2,-0.1094
MPV17L,-0.1094
AC010273.1,-0.1094
VASH1-AS1,-0.1094
TRIM45,-0.1095
TBCE.1,-0.1095
TRIM35,-0.1095
LINC01521,-0.1095
PIM2,-0.1095
ITGB4,-0.1095
TAS2R30,-0.1095
SAP25,-0.1096
ZNF670,-0.1096
ADAT3,-0.1096
AC026471.2,-0.1096
AC007040.2,-0.1096
DHDH,-0.1096
AL928970.1,-0.1096
ABHD15,-0.1097
AP000320.1,-0.1097
CACTIN,-0.1097
LINC00294,-0.1098
CPEB1-AS1,-0.1098
ISPD,-0.1098
PPP4R4,-0.1098
AC104794.2,-0.1098
RAB39A,-0.1099
SCOC-AS1,-0.1099
AC016027.1,-0.1099
ZFYVE26,-0.1099
CCDC180,-0.1099
AC245452.1,-0.1099
AP000704.1,-0.11
FKBP1C,-0.11
MIR5689HG,-0.11
AC010834.2,-0.11
CTPS2,-0.11
SLC35A1,-0.11
ADGRD2,-0.11
APBB3,-0.1101
AL034417.4,-0.1101
AC145285.6,-0.1101
USP2,-0.1101
SLC23A3,-0.1101
SETD1B,-0.1102
HMGN4,-0.1102
GOLGA8B,-0.1102
U2AF1,-0.1103
ZNF230,-0.1103
EFHD1,-0.1103
PRDM5,-0.1103
SARS2,-0.1103
ICA1L,-0.1103
OTX1,-0.1103
JMJD1C-AS1,-0.1104
LINC02160,-0.1104
PPM1H,-0.1104
AGBL2,-0.1104
ZNF71,-0.1104
AC009126.1,-0.1105
ZBED8,-0.1105
AC027130.1,-0.1105
CATSPER2,-0.1105
FBXL13,-0.1106
AC104984.3,-0.1106
AC026801.2,-0.1106
LINC00461,-0.1106
TRIM39,-0.1106
AC012360.1,-0.1106
KCNE1,-0.1107
HIST1H4I,-0.1107
PGAP3,-0.1107
AC104986.2,-0.1108
EFCAB9,-0.1108
AL591845.1,-0.1109
KCTD14,-0.1109
PHKA2,-0.1109
AL390728.6,-0.1109
RFESD,-0.111
SSC4D,-0.1111
DANT2,-0.1111
AC131009.2,-0.1112
RCBTB1,-0.1112
AC005070.3,-0.1112
DAPL1,-0.1113
PLAC1,-0.1113
TTC12,-0.1113
ADAM11,-0.1114
TPTEP2-CSNK1E,-0.1114
NPIPA1,-0.1114
CORO2A,-0.1114
EVC2,-0.1115
INHA,-0.1116
ARHGAP44,-0.1116
AC009961.1,-0.1116
AC118553.1,-0.1116
CRTAM,-0.1116
CCDC126,-0.1116
SNAI3-AS1,-0.1117
PANO1,-0.1117
ZNF440,-0.1117
LGI4,-0.1117
GPRASP2,-0.1117
MICB,-0.1117
MEIOC,-0.1117
CORO7,-0.1117
ATP6V0E2-AS1,-0.1118
USP21,-0.1118
PLGLB1,-0.1118
AC027702.1,-0.1119
SIX4,-0.112
CCZ1B,-0.112
AC005786.2,-0.112
DNAJB13,-0.112
NSUN6,-0.112
LINC01270,-0.1121
GMIP,-0.1121
AC005726.1,-0.1121
AC006012.1,-0.1122
POU5F2,-0.1122
ICOS,-0.1122
LPCAT4,-0.1123
AC024257.3,-0.1123
POC1B,-0.1123
AC022784.3,-0.1123
SESN1,-0.1123
MRO,-0.1123
GNG12-AS1,-0.1124
HYKK,-0.1124
LYPD3,-0.1124
GABARAP,-0.1125
C1GALT1C1L,-0.1125
AC114490.3,-0.1125
PLCB2,-0.1125
LLGL1,-0.1125
UBOX5,-0.1125
CXorf57,-0.1125
PEX12,-0.1125
CYFIP2,-0.1126
NR3C2,-0.1126
IKZF3,-0.1126
KIAA0895L,-0.1126
CDKL1,-0.1127
CCDC148,-0.1127
HEXA-AS1,-0.1127
ZNF449,-0.1127
DTX3,-0.1127
ZNF77,-0.1127
TXNDC16,-0.1128
BACE1-AS,-0.1128
MAP3K8,-0.1128
AKAP7,-0.1128
TUFT1,-0.1128
RAB24,-0.1128
PRDM15,-0.1129
TRIM3,-0.1129
PCDHGA10,-0.1129
HAUS4,-0.1129
PTK2B,-0.1129
AL359258.2,-0.1129
FGD3,-0.1129
AL359644.1,-0.113
AL450384.2,-0.113
AC097359.2,-0.113
CBS,-0.113
AP4S1,-0.1131
HIST1H2AJ,-0.1131
NCAM2,-0.1131
TMC3-AS1,-0.1131
AC005363.2,-0.1131
ZNF865,-0.1132
KYAT1,-0.1132
ICAM5,-0.1132
ZNF529-AS1,-0.1132
AC010226.1,-0.1133
AP003392.4,-0.1133
MCF2L-AS1,-0.1134
ZNF286A,-0.1134
ARHGAP28,-0.1134
LINC00630,-0.1134
PARP16,-0.1134
RNFT2,-0.1134
CYP46A1,-0.1135
ENPP5,-0.1135
ADSSL1,-0.1136
AL391069.3,-0.1136
AC092747.4,-0.1136
RAB42,-0.1136
AL592183.1,-0.1136
ARMC2,-0.1136
AC007786.1,-0.1137
CRLF1,-0.1137
ZC2HC1C,-0.1137
LINC01410,-0.1137
AC003102.1,-0.1137
PANK1,-0.1138
AL022341.1,-0.1139
GLB1L,-0.1139
FOXN3-AS1,-0.1139
DNM1P35,-0.1139
GORASP1,-0.114
AC018645.2,-0.114
DCAKD,-0.114
AP000251.1,-0.114
HIST1H4A,-0.1141
ADCK1,-0.1141
AC092279.1,-0.1141
PHLDB3,-0.1141
HCG20,-0.1141
ZNF724,-0.1142
SEPSECS,-0.1142
AC016588.2,-0.1142
B3GNT10,-0.1143
SCNN1A,-0.1143
SLC29A3,-0.1143
Z97205.2,-0.1143
GRIN2C,-0.1144
POMT2,-0.1144
AC067930.1,-0.1144
AC108463.3,-0.1144
RAPGEFL1,-0.1144
ZNF606,-0.1144
CP,-0.1144
C14orf28,-0.1144
LINC01772,-0.1145
KCNQ1OT1,-0.1145
ZKSCAN4,-0.1145
LDHD,-0.1145
GOLGA6L10,-0.1146
TTC4,-0.1146
AL022341.2,-0.1146
AL021920.1,-0.1146
ZNF483,-0.1146
FAM185A,-0.1146
AC087257.1,-0.1147
TMEM81,-0.1147
ZNF142,-0.1147
ZNF17,-0.1147
DTD2,-0.1148
AL354920.1,-0.1148
DPH1,-0.1148
Z68871.1,-0.1149
DND1,-0.1149
IL6R-AS1,-0.1149
PPARG,-0.1149
AC104389.4,-0.115
TEAD3,-0.115
AC010894.2,-0.115
AC009118.3,-0.115
HUS1B,-0.115
AC034111.1,-0.115
IBA57,-0.115
TMEM170B,-0.115
LINC01666,-0.115
AC010894.3,-0.115
LINC01703,-0.115
AC002116.2,-0.115
C3orf33,-0.1151
ARPIN,-0.1151
ZP3,-0.1151
ARMC5,-0.1151
AC017071.1,-0.1151
TSHR,-0.1152
BCDIN3D-AS1,-0.1152
AC124312.1,-0.1153
ALG10,-0.1153
GPR37,-0.1153
AC127496.5,-0.1153
SLCO2B1,-0.1153
ADM5,-0.1154
DCUN1D2,-0.1154
CES3,-0.1155
CLCN4,-0.1155
CD8A,-0.1155
NEK8,-0.1156
GOLGA6L4,-0.1156
OSR2,-0.1156
ZBTB45,-0.1156
LPAR2,-0.1156
AC010531.6,-0.1157
ZNF28,-0.1157
TMCO6,-0.1157
MEIG1,-0.1157
SLC30A4,-0.1158
AL590705.1,-0.1158
NIPAL1,-0.1158
AC005523.2,-0.1158
TMSB15B,-0.1158
U73166.1,-0.1158
ADNP-AS1,-0.1158
AL355075.4,-0.1159
LINC02352,-0.1159
LNX1,-0.1159
IL10RB-DT,-0.116
PCDHB5,-0.116
RP2,-0.116
TMPRSS2,-0.1161
ZNF284,-0.1161
AC009005.1,-0.1161
ZNF626,-0.1162
AC020765.2,-0.1162
LCAT,-0.1162
PRR36,-0.1162
AL121944.1,-0.1163
ZNF786,-0.1164
ZNF57,-0.1164
EXD2,-0.1164
GSTO2,-0.1164
C1orf220,-0.1164
Z83851.1,-0.1164
TBX18,-0.1164
SYT5,-0.1165
PRKX,-0.1165
THAP9,-0.1165
DDHD2,-0.1165
DET1,-0.1165
HSD17B6,-0.1165
PRIMA1,-0.1166
TMEM17,-0.1166
AC073896.2,-0.1166
ZNF14,-0.1167
Z82206.1,-0.1167
ZNF420,-0.1168
AC036222.1,-0.1168
TIGD2,-0.1168
ZNF839,-0.117
AL121603.2,-0.117
SMN1,-0.117
HOXA6,-0.117
USP6,-0.117
TMEM86B,-0.117
DAPK2,-0.117
IL12A,-0.1171
SRCIN1,-0.1171
AC009171.2,-0.1171
FRRS1,-0.1171
CNNM4,-0.1171
AC079305.1,-0.1172
SLC22A5,-0.1172
ZBTB14,-0.1172
ZNF571,-0.1172
TTC34,-0.1173
AC174065.1,-0.1173
KIAA0895,-0.1173
SENP8,-0.1173
ZC3H11A,-0.1174
AL162511.1,-0.1174
ELOVL7,-0.1174
DNAJC27-AS1,-0.1174
AC006059.1,-0.1174
AC137834.2,-0.1174
AC139720.1,-0.1174
FBXL18,-0.1175
MFSD2B,-0.1175
ZNF101,-0.1175
OSGEPL1-AS1,-0.1175
LINC01982,-0.1175
MTRNR2L11,-0.1176
ASAH2B,-0.1176
NKD1,-0.1176
ZNF45,-0.1176
LRRC8E,-0.1176
ZSCAN5A,-0.1176
HSD17B1,-0.1176
CUL9,-0.1177
GEMIN7-AS1,-0.1177
SCN2A,-0.1177
AL022238.2,-0.1178
STX17-AS1,-0.1179
PRRG2,-0.1179
NOMO3,-0.1179
ARSI,-0.1179
NIPSNAP3B,-0.118
ACVR2A,-0.118
MYO7A,-0.118
MIGA2,-0.118
AP006333.1,-0.118
SNHG4,-0.1181
RORA-AS1,-0.1181
AC108471.2,-0.1181
AC092835.1,-0.1181
AP001437.1,-0.1181
HOXB5,-0.1181
INTS6L,-0.1182
AC011815.1,-0.1182
AC008035.1,-0.1182
FDX2,-0.1183
SKIDA1,-0.1183
TMEM191C,-0.1183
AL132639.2,-0.1184
C5orf63,-0.1184
ZFP1,-0.1184
ZSCAN22,-0.1184
ZNF583,-0.1184
NYAP2,-0.1184
SEPT7-AS1,-0.1185
AC008946.1,-0.1185
BRWD1-AS2,-0.1185
AL592148.3,-0.1185
HCG25,-0.1185
MFAP3,-0.1186
HOTAIR,-0.1186
HEATR5A,-0.1186
AP3S2,-0.1186
AC017076.1,-0.1186
PRDM10,-0.1187
ANGPTL6,-0.1187
HESX1,-0.1187
ARVCF,-0.1187
OPLAH,-0.1187
ZNF319,-0.1188
RND1,-0.1188
AL359643.3,-0.1188
C2CD6,-0.1188
LCA5L,-0.1188
RNLS,-0.1189
PDIK1L,-0.1189
LYSMD4,-0.119
ALDH1A3,-0.1191
SH2D5,-0.1191
ZSCAN25,-0.1191
EMG1.1,-0.1191
MAGEE1,-0.1192
CDK3,-0.1192
AL158152.1,-0.1193
PARS2,-0.1194
AC009501.1,-0.1194
ZSCAN12,-0.1194
AL606760.3,-0.1194
DOK3,-0.1194
AL121672.2,-0.1194
UBA6-AS1,-0.1195
AC112487.1,-0.1195
ZNF548,-0.1195
SLC35G2,-0.1195
AC021054.1,-0.1195
AP003108.2,-0.1195
TSTD2,-0.1196
TNFRSF13C,-0.1196
AC138331.1,-0.1196
ANAPC2,-0.1196
ZNF556,-0.1196
AL031708.1,-0.1197
CD33,-0.1197
FAM78A,-0.1197
JADE3,-0.1197
ZNF749,-0.1197
ZNF280C,-0.1197
ZNF740,-0.1197
ZFAT,-0.1197
MYH3,-0.1197
EME2,-0.1197
PHEX,-0.1198
UBR5-AS1,-0.1199
AC010654.1,-0.1199
NXT2,-0.1199
BVES-AS1,-0.1199
AC090772.3,-0.1199
BTBD9,-0.12
BCO2,-0.12
ETV2,-0.12
AC022075.1,-0.1201
LINC01502,-0.1201
AP001318.2,-0.1201
AC125616.1,-0.1201
ZNF600,-0.1201
HOXC11,-0.1201
AC105760.2,-0.1201
ASTN2,-0.1201
CPLANE2,-0.1201
ZNF764,-0.1201
TM4SF1-AS1,-0.1201
LRIG3,-0.1201
LINC01063,-0.1202
AC009812.1,-0.1202
AC011498.1,-0.1203
AC127024.5,-0.1203
AC005253.1,-0.1204
ZNF691,-0.1204
AC007611.1,-0.1204
TSACC,-0.1204
ANO8,-0.1204
AL109936.6,-0.1205
RGMB-AS1,-0.1205
CNTN1,-0.1205
RAMP2,-0.1205
AC127521.1,-0.1206
ZXDB,-0.1206
NKX3-2,-0.1206
HAUS7,-0.1206
RAD21-AS1,-0.1207
CECR2,-0.1207
ZGLP1,-0.1207
AC132872.2,-0.1207
LINC01220,-0.1208
CAPS2,-0.1208
ZNF772,-0.1208
FREM1,-0.1209
AC069224.1,-0.1209
AC004490.1,-0.1209
PCDHGA12,-0.1209
TMEM62,-0.1209
MIR193BHG,-0.121
HCST,-0.121
LINC01534,-0.121
GTSE1-DT,-0.121
ENTPD7,-0.1211
ZC4H2,-0.1211
PRPF18,-0.1211
VPS33B-DT,-0.1211
NDUFA7,-0.1212
AL031848.2,-0.1212
LIX1L-AS1,-0.1212
FAM193B,-0.1213
SMCR5,-0.1213
AL353708.1,-0.1214
NDUFB2-AS1,-0.1214
AC007114.2,-0.1214
AC012073.1,-0.1214
FUT8-AS1,-0.1214
AC000068.1,-0.1215
AL136018.1,-0.1215
AC087500.1,-0.1215
ZNF79,-0.1215
CPEB3,-0.1216
TSSK3,-0.1217
CA5A,-0.1218
COL25A1,-0.1218
JAKMIP3,-0.1219
HHAT,-0.1219
ZNF823,-0.1219
AL513314.2,-0.1219
SLX1A,-0.122
AC025171.2,-0.122
AC002553.2,-0.1221
AL117382.1,-0.1221
ADPRH,-0.1221
WDR66,-0.1221
AC130343.2,-0.1221
AC138028.1,-0.1221
AL360270.3,-0.1222
ZNF627,-0.1222
PRNCR1,-0.1222
AC245060.6,-0.1222
AP000253.1,-0.1222
FMO4,-0.1222
FAM53A,-0.1223
ZNF235,-0.1223
AC004540.1,-0.1223
AC108125.1,-0.1224
CYP39A1,-0.1224
SDHAF4,-0.1225
SERHL2,-0.1225
AF233439.1,-0.1225
AL136040.1,-0.1226
PARP11,-0.1226
TEX19,-0.1226
IL7,-0.1227
CYP4F8,-0.1227
ZNF517,-0.1227
ZNF490,-0.1228
PPIP5K1,-0.1228
TRAPPC13,-0.1228
AL445228.2,-0.1229
TMEM216,-0.1229
TRPM3,-0.1229
INPP5E,-0.1229
NDOR1,-0.1229
MB21D2,-0.123
ZNF341,-0.123
C1orf74,-0.1231
AP003100.1,-0.1231
ZNF432,-0.1231
AC022211.2,-0.1231
ZNF555,-0.1232
LINC00638,-0.1232
SRCAP,-0.1232
MAMSTR,-0.1232
Z92544.1,-0.1232
AC018413.1,-0.1233
ZSWIM1,-0.1234
GTDC1,-0.1234
LINC01641,-0.1234
RHPN1-AS1,-0.1234
PITX2,-0.1235
FALEC,-0.1235
AC015813.2,-0.1236
AC009065.4,-0.1236
FAM83F,-0.1237
AC005790.1,-0.1237
AC092117.1,-0.1238
ZNF396,-0.1238
ZNF410,-0.1239
OR2B11,-0.1239
AP003352.1,-0.124
KIF9-AS1,-0.124
COX16,-0.124
VAMP8,-0.1241
