gene,sod
MCEE,-0.0703
EPHA5-AS1,-0.0703
PBLD,-0.0704
AC087473.1,-0.0704
LMCD1-AS1,-0.0704
AC010969.2,-0.0705
ZNF544,-0.0705
MAP7,-0.0705
PYROXD2,-0.0705
MAFK,-0.0705
AC131011.1,-0.0706
ACHE,-0.0706
AJ011932.1,-0.0706
RNF103,-0.0706
AQP11,-0.0706
C5,-0.0707
AC025181.2,-0.0707
GBX2,-0.0708
TMEM44-AS1,-0.0708
GPC2,-0.0708
PTPDC1,-0.0709
LRRC27,-0.071
MSX2,-0.071
ASB7,-0.071
ZNF620,-0.071
AC106791.1,-0.0711
MED23,-0.0712
IKZF5,-0.0712
Z93930.2,-0.0712
XKR9,-0.0713
TMEM131L,-0.0714
THNSL1,-0.0714
DZANK1,-0.0714
ATG14,-0.0714
PHF7,-0.0715
PAQR9-AS1,-0.0715
AP001412.1,-0.0715
ACTR5,-0.0715
WDR47,-0.0716
ARHGAP33,-0.0716
IL17RD,-0.0717
RAB23,-0.0718
OPRD1,-0.0718
BRD3OS,-0.0718
SPATA5L1,-0.0719
SLC2A13,-0.0719
DUSP7,-0.0719
AL121827.2,-0.0719
PHKA1,-0.072
TBCK,-0.072
HOMEZ,-0.072
RMDN2,-0.0721
AC124242.1,-0.0721
PRMT9,-0.0722
DICER1-AS1,-0.0722
HLA-G,-0.0722
FAM189A2,-0.0722
ATG2B,-0.0722
RIMS3,-0.0722
KCNJ10,-0.0722
LDLRAD4,-0.0722
MAP2,-0.0723
SIX5,-0.0723
AHCYL2,-0.0723
RND2,-0.0723
AC105285.1,-0.0724
DISP1,-0.0724
FAM218A,-0.0724
LHX1-DT,-0.0725
ADAT2,-0.0725
SHC3,-0.0725
NINL,-0.0726
ADAM22,-0.0726
NAIP,-0.0726
SCYL3,-0.0726
SLC25A15,-0.0726
NOTCH2NL,-0.0726
PI4K2B,-0.0727
HSPA14,-0.0727
GOLGA8A,-0.0727
HPSE,-0.0727
ADCY9,-0.0728
SP2-AS1,-0.0728
TBKBP1,-0.0728
SHROOM4,-0.0728
TMEM86A,-0.0729
AC007613.1,-0.0729
CPA2,-0.073
ZNF845,-0.073
AL161646.1,-0.073
ABL1,-0.0731
AC073111.5,-0.0731
AL031847.1,-0.0731
TRANK1,-0.0731
ZNF559,-0.0732
ZBED3-AS1,-0.0732
BBS9,-0.0732
FAM234B,-0.0732
AC233723.1,-0.0732
LNX2,-0.0733
ATP8B3,-0.0733
STAT5A,-0.0733
FAM117B,-0.0734
CASP10,-0.0734
AC087190.1,-0.0734
LIN52,-0.0734
HS6ST1,-0.0735
AC110285.2,-0.0735
NAPB,-0.0735
CCR10,-0.0735
AC104667.2,-0.0735
AC007389.5,-0.0736
LRRC73,-0.0736
PCF11-AS1,-0.0736
SLC24A1,-0.0737
ZNRF3,-0.0737
MANEA,-0.0738
FAM180B,-0.0738
NOTCH1,-0.0738
SGMS2,-0.0738
FNTB,-0.0738
AC008741.2,-0.0739
ZDHHC1,-0.0739
TMPRSS5,-0.0739
THSD1,-0.0739
CHST6,-0.074
MTX3,-0.074
CNFN,-0.0742
AC096711.2,-0.0743
MBLAC2,-0.0743
LRRC29,-0.0743
AP000695.2,-0.0744
RAB26,-0.0744
AL161421.1,-0.0744
KPNA5,-0.0745
FAM71E1,-0.0745
SLC25A35,-0.0745
GALNT10,-0.0746
AC231981.1,-0.0746
ADGRE1,-0.0746
AL078459.1,-0.0747
ZNF605,-0.0747
FAM83G,-0.0748
PEX11G,-0.0748
PDZD7,-0.0748
AL592494.3,-0.0748
LINC00595,-0.0749
PRDM11,-0.0749
ARHGAP26,-0.075
AP006623.1,-0.075
AC019069.1,-0.075
WDR7,-0.0751
CACNA1A,-0.0751
LEAP2,-0.0752
CCDC9,-0.0752
AL022323.3,-0.0753
BBS12,-0.0753
BRICD5,-0.0753
AC110285.3,-0.0753
MEGF9,-0.0754
LINC00504,-0.0754
HARBI1,-0.0755
AL133245.1,-0.0755
LRRK1,-0.0755
INTU,-0.0755
EDEM1,-0.0755
KCNC3,-0.0755
AC102953.2,-0.0755
CRTAC1,-0.0755
KHDC1,-0.0756
DSE,-0.0757
TRIM46,-0.0757
VPS37C,-0.0758
DCP1B,-0.0758
PPIL6,-0.0758
ZSCAN26,-0.0758
NTNG2,-0.0758
SCX,-0.0758
MDM1,-0.0759
PPFIBP2,-0.076
RNF227,-0.076
PFKFB2,-0.076
LINC01447,-0.0761
AL645933.2,-0.0761
ZNF667-AS1,-0.0762
ATP6AP1L,-0.0762
PPP1R26,-0.0762
CDS1,-0.0762
HIST2H2AB,-0.0763
TCEANC2,-0.0763
GMFG,-0.0763
EXO5,-0.0763
FAM227A,-0.0764
GABBR1,-0.0764
ZKSCAN8,-0.0765
REP15,-0.0765
AC005520.2,-0.0766
TSNAXIP1,-0.0767
ORMDL3,-0.0768
AP4B1,-0.0768
KLHL22,-0.0768
KDM6A,-0.0768
FAM8A1,-0.0768
ZNF362,-0.0768
NBPF26,-0.0769
ST8SIA6,-0.0769
AC098818.2,-0.077
C7orf31,-0.077
CDC14A,-0.077
VAV2,-0.077
AC005229.4,-0.0771
ZNF552,-0.0771
LRRC24,-0.0771
AC083798.2,-0.0771
AL596094.1,-0.0771
AL121899.1,-0.0771
RAB9B,-0.0772
AC021752.1,-0.0772
GIMAP2,-0.0773
EVI5L,-0.0773
FRS2,-0.0773
CACNB4,-0.0774
AC006480.2,-0.0774
VCPKMT,-0.0774
AC005261.3,-0.0774
AC025283.2,-0.0775
AL596202.1,-0.0775
IFT172,-0.0775
UCP2,-0.0775
SWT1,-0.0775
ZNF566,-0.0776
RGP1,-0.0776
ZNF365,-0.0776
RNF128,-0.0776
AC025470.2,-0.0776
LINC01011,-0.0777
C8orf44,-0.0777
RHCG,-0.0778
MIR99AHG,-0.0779
ADGRE2,-0.0779
CD79B,-0.0779
AC010336.1,-0.0779
FBXO6,-0.0779
ASB4,-0.078
SNPH,-0.078
ATP7A,-0.078
HECA,-0.078
THNSL2,-0.078
ZDHHC23,-0.078
IPMK,-0.0781
C1orf159,-0.0781
TSPAN15,-0.0781
ADGRL3,-0.0781
MTA2,-0.0781
AP4E1,-0.0781
MALINC1,-0.0782
AL117339.5,-0.0782
STK36,-0.0783
BBS1,-0.0783
ZNF738,-0.0783
TRIM32,-0.0783
DDR1-DT,-0.0784
ZNF674-AS1,-0.0784
NBPF9,-0.0784
SEMA4B,-0.0784
TRMT10A,-0.0785
AP002490.1,-0.0785
KDM7A,-0.0785
TTC27,-0.0785
RFX3,-0.0785
PARP8,-0.0785
ZNF81,-0.0786
WDR44,-0.0786
RAB11B-AS1,-0.0786
CDON,-0.0787
EEF1AKMT3,-0.0787
RIOX1,-0.0787
ARRDC2,-0.0788
ZNF10,-0.0788
RINL,-0.0789
AC092910.3,-0.0789
MAP3K10,-0.0789
GEMIN8,-0.0789
EPB41L5,-0.0789
PCYT1B,-0.0789
UBE3D,-0.0789
PGM5,-0.079
AC009404.1,-0.079
TIPARP-AS1,-0.079
ZNF506,-0.079
AC009113.1,-0.079
RHBDD1,-0.079
DTNA,-0.0791
AC079089.1,-0.0791
FAM83H,-0.0791
FAM160B1,-0.0792
FAM155B,-0.0792
Z73429.1,-0.0792
B4GALNT4,-0.0792
TEX22,-0.0792
EBF4,-0.0793
TTLL3,-0.0793
SUOX,-0.0793
SEC24B-AS1,-0.0793
DARS-AS1,-0.0793
DOLPP1,-0.0794
SMKR1,-0.0795
METTL25,-0.0795
DCLRE1A,-0.0795
TMEM185B,-0.0795
LINC01828,-0.0795
AC104506.1,-0.0796
DGKA,-0.0796
TCP11L1,-0.0796
ERMAP,-0.0797
AGAP6,-0.0797
SLC10A7,-0.0798
FAM19A2,-0.0798
C9orf72,-0.0799
DGKE,-0.08
PAPOLG,-0.08
CD274,-0.0801
FCHO1,-0.0801
TMEM144,-0.0801
GFPT2,-0.0802
C10orf25,-0.0802
ZNF678,-0.0802
MRPS24,-0.0803
AC007686.3,-0.0803
AL133215.2,-0.0804
AC011632.1,-0.0804
TRIM66,-0.0804
SH3GL2,-0.0804
C3orf58,-0.0805
WDR89,-0.0805
AP001830.1,-0.0805
AC138696.2,-0.0805
KIAA1841,-0.0805
CU634019.6,-0.0806
ATP9B,-0.0806
HS6ST2,-0.0806
LINC01431,-0.0806
POLH,-0.0806
SRF,-0.0806
PPM1D,-0.0806
HIST1H3C,-0.0807
AC009061.2,-0.0807
AC034236.2,-0.0807
ITFG2-AS1,-0.0807
PER2,-0.0807
AC013394.1,-0.0808
KIF6,-0.0808
RDH10,-0.0808
EWSAT1,-0.0808
MIER3,-0.0809
METTL4,-0.0809
ZEB1-AS1,-0.0809
DDO,-0.0809
AMOT,-0.0809
PLEKHG1,-0.0811
AC010491.1,-0.0811
KRBA2,-0.0811
FSIP1,-0.0811
OGDHL,-0.0812
ALG1L2,-0.0812
FAM171B,-0.0812
AL118506.1,-0.0812
LINC00672,-0.0812
RAB15,-0.0812
KCNC1,-0.0812
SUSD6,-0.0812
LINC02367,-0.0813
FOXJ2,-0.0813
CHRNA7,-0.0813
LINC01547,-0.0813
ZNF587B,-0.0814
AXIN2,-0.0814
AL161457.2,-0.0814
GJA3,-0.0815
AL035071.1,-0.0815
C2orf15,-0.0815
CELSR3,-0.0815
AC040977.1,-0.0815
SPRYD3,-0.0815
WWC1,-0.0815
AC240274.1,-0.0815
AC007114.1,-0.0816
ZNF696,-0.0816
AC012306.2,-0.0816
FKRP,-0.0817
NBPF3,-0.0817
AC017100.1,-0.0817
ERMARD,-0.0817
AC012123.1,-0.0817
AC130324.3,-0.0817
IGFLR1,-0.0818
ZBTB6,-0.0818
OSCP1,-0.0818
SENP3,-0.0819
HAS2-AS1,-0.0819
RGS5,-0.0819
SLC41A2,-0.0819
PPP2R1B,-0.0819
ZNF189,-0.0819
MSANTD2,-0.0819
YPEL1,-0.082
TTC39B,-0.082
CEP76,-0.082
NELL2,-0.082
AC078883.1,-0.082
BRPF1,-0.0821
ZNF646,-0.0821
NBPF12,-0.0821
TAB3,-0.0821
NLRX1,-0.0822
ARRDC3-AS1,-0.0822
PCBD2,-0.0823
CDYL2,-0.0823
ABCA2,-0.0823
ZC3H10,-0.0823
IQCH,-0.0824
AC090152.1,-0.0825
ERCC5,-0.0825
ZNF532,-0.0825
PGBD1,-0.0825
ZNF446,-0.0825
AC005696.1,-0.0826
DFFB,-0.0826
ISOC1,-0.0826
RASSF4,-0.0826
IZUMO4,-0.0826
MROH8,-0.0827
AC007262.2,-0.0827
AL158154.2,-0.0827
AP000254.1,-0.0827
RASSF1-AS1,-0.0828
RABGEF1,-0.0828
CDHR3,-0.0828
DCAF4,-0.0828
KCTD13,-0.0829
LINC01569,-0.0829
MMP15,-0.0829
PPEF1,-0.0829
AC079760.2,-0.0829
SPIN3,-0.0829
AC073263.2,-0.0829
B9D2,-0.0829
DNAJC28,-0.0829
GAREM1,-0.083
GCNT2,-0.083
RFFL,-0.083
RNF217,-0.083
AC103706.1,-0.0831
BRPF3,-0.0831
REPS2,-0.0831
ASB16-AS1,-0.0831
DMRT2,-0.0832
PAQR8,-0.0832
COG8,-0.0832
CEP120,-0.0832
TUB,-0.0832
ATP1A3,-0.0833
FBXO36,-0.0833
ZNF324B,-0.0833
RAB20,-0.0833
PIP5K1B,-0.0834
AVIL,-0.0834
ABLIM1,-0.0834
SNX25,-0.0835
LENG8-AS1,-0.0835
AC004704.1,-0.0835
SLC1A1,-0.0836
C1QL4,-0.0836
LYRM9,-0.0836
NOD1,-0.0836
SPIN2A,-0.0836
DCLK1,-0.0837
RIC1,-0.0837
AC099522.2,-0.0837
AL021707.6,-0.0837
MYB,-0.0837
PABPC5,-0.0838
CCDC78,-0.0838
ZNF260,-0.0838
FGD6,-0.0839
AL645568.1,-0.0839
CHST7,-0.084
LINC00910,-0.084
AC091979.1,-0.084
CLYBL,-0.0841
AL109811.2,-0.0841
ZBTB8B,-0.0841
PCSK9,-0.0841
NR5A2,-0.0841
AC003681.1,-0.0842
GLIPR2,-0.0842
ULK4,-0.0843
FZD4,-0.0843
CNKSR3,-0.0843
TCTEX1D4,-0.0843
NFYA,-0.0843
TMEM51-AS1,-0.0844
PTK6,-0.0844
AC006449.2,-0.0844
AL391069.2,-0.0844
AP001107.9,-0.0844
KCTD6,-0.0844
HIST1H2BE,-0.0845
FAM174B,-0.0845
HOXA-AS2,-0.0845
ZBED1,-0.0845
MMAA,-0.0845
LRFN1,-0.0845
CRADD,-0.0845
RFXAP,-0.0846
ALDH5A1,-0.0846
SYNPO,-0.0846
MIPOL1,-0.0846
SLC35E2A,-0.0846
DIRAS1,-0.0847
RAB12,-0.0847
IL18BP,-0.0847
ZNF615,-0.0847
PRICKLE3,-0.0847
AC018809.2,-0.0847
ADHFE1,-0.0848
PYCARD-AS1,-0.0848
LINC01572,-0.0848
AL355353.1,-0.0849
HELB,-0.0849
NES,-0.0849
CBARP,-0.0849
ANKDD1A,-0.085
COBL,-0.085
SIRT4,-0.085
ARHGEF6,-0.085
GTPBP2,-0.0851
EFCAB11,-0.0851
AL031055.1,-0.0851
ABHD14A-ACY1,-0.0851
AC037459.2,-0.0852
ARHGEF28,-0.0852
AC026471.1,-0.0852
F11R,-0.0852
AL355312.4,-0.0853
HOXB3,-0.0853
FZD5,-0.0853
SAMD10,-0.0853
PITPNM2,-0.0853
C18orf32,-0.0853
BCL11A,-0.0855
ACACB,-0.0855
EHHADH,-0.0855
AC011773.4,-0.0855
CCDC96,-0.0855
XKR6,-0.0856
LINC00665,-0.0856
DUSP16,-0.0856
TLE6,-0.0856
USP20,-0.0856
AC021097.1,-0.0856
AC106739.1,-0.0856
MOB3C,-0.0856
PARD6G-AS1,-0.0857
NR6A1,-0.0857
AC068473.5,-0.0858
WTIP,-0.0858
SRRM2-AS1,-0.0858
RAB30,-0.0858
SLC38A9,-0.0858
ADCY7,-0.0859
ZBTB42,-0.0859
ZNF419,-0.0859
ZNF595,-0.0859
CCDC125,-0.086
AC108488.1,-0.086
ADAMTSL5,-0.086
SCGB1D2,-0.0861
LINC01725,-0.0861
LINC01852,-0.0861
PTPN6,-0.0861
PLCXD1,-0.0861
GLRB,-0.0861
RNASEH2A,-0.0862
AC083880.1,-0.0862
ZNF295-AS1,-0.0862
AL157938.3,-0.0862
ZNF528,-0.0863
ABHD18,-0.0863
BRSK1,-0.0863
AL683813.1,-0.0864
AC067852.2,-0.0864
TXNRD3,-0.0864
DPY19L3,-0.0864
FAM111A-DT,-0.0864
AC025048.4,-0.0865
AL117379.1,-0.0865
SIK2,-0.0865
MFSD8,-0.0865
PCYOX1L,-0.0866
PLAC9,-0.0866
BVES,-0.0866
UNKL,-0.0866
UCN,-0.0866
SLC4A4,-0.0867
ZNF773,-0.0867
RAD50,-0.0867
GAB1,-0.0867
AC010359.1,-0.0867
RGS5.1,-0.0868
LSM11,-0.0868
AL080317.1,-0.0868
GDPGP1,-0.0868
AC025171.3,-0.0868
TMEM169,-0.0868
DAB2IP,-0.0868
LRRK2,-0.0868
AC005332.7,-0.0869
HDAC11,-0.0869
VANGL2,-0.0869
AL078639.1,-0.087
AC103691.1,-0.087
TMEM231,-0.0871
ZFP41,-0.0871
ZUP1,-0.0871
P2RY6,-0.0871
SGPL1,-0.0872
UGDH-AS1,-0.0872
MILR1,-0.0872
AL590822.2,-0.0872
LRRC49,-0.0872
ACP6,-0.0872
TESMIN,-0.0873
CYP1A1,-0.0873
LINC01023,-0.0873
ZNF30,-0.0873
ZSWIM3,-0.0873
ANGEL1,-0.0874
ALKBH1,-0.0874
ASGR1,-0.0875
AMHR2,-0.0875
LINC01778,-0.0875
RBM26-AS1,-0.0875
FBXO31,-0.0875
AC242426.2,-0.0876
MAP2K5,-0.0876
MEX3D,-0.0876
XYLB,-0.0876
AP000759.1,-0.0876
CISH,-0.0876
MDK,-0.0877
TIMM23B,-0.0877
PLXNB1,-0.0877
SPATA17,-0.0878
AC008991.2,-0.0879
ITPKC,-0.0879
ZNF383,-0.088
PWAR6,-0.088
ZNF70,-0.088
PAQR6,-0.088
Z95115.1,-0.088
GTF2IRD1,-0.088
MTM1,-0.088
IRAK1BP1,-0.0881
EFCAB7,-0.0881
MS4A7,-0.0881
FAM72D,-0.0881
MED14OS,-0.0881
RBPMS-AS1,-0.0881
PAX9,-0.0881
PAN2,-0.0881
KANSL1L,-0.0881
AC023509.4,-0.0881
ZNF550,-0.0882
RIBC1,-0.0882
HLA-DPB1,-0.0882
ALG10B,-0.0882
AC009506.1,-0.0882
CCNJ,-0.0882
AL021707.2,-0.0883
AC016727.1,-0.0883
TBC1D24,-0.0883
FCRLB,-0.0883
PSMG3-AS1,-0.0883
DENND3,-0.0883
TOR1B,-0.0883
SPIN4,-0.0883
FANCE,-0.0883
AC002310.1,-0.0884
C1orf50,-0.0884
EPS8L1,-0.0884
DOK4,-0.0884
FEZF1-AS1,-0.0884
AL139158.2,-0.0884
CD48,-0.0884
KALRN,-0.0885
AC015712.2,-0.0885
AC007240.1,-0.0886
APBA1,-0.0886
BLOC1S3,-0.0886
MCM9,-0.0886
PPP1R13B,-0.0886
AC026304.1,-0.0886
DMD,-0.0887
PRDM13,-0.0887
SENP7,-0.0887
AL162231.2,-0.0887
IKZF4,-0.0888
AC114271.1,-0.0888
PAIP2B,-0.0888
WNT3,-0.0888
RDM1,-0.0888
ZNF699,-0.0888
AP000766.1,-0.0888
AL359232.1,-0.0888
SMC5-AS1,-0.0888
DLGAP1-AS1,-0.0888
DNAJB5,-0.0888
MMACHC,-0.0888
LKAAEAR1,-0.0888
AC132872.1,-0.0889
TADA2B,-0.0889
ZNF331,-0.0889
P4HA3,-0.0889
AC015909.3,-0.0889
ABCC1,-0.0889
USP38,-0.089
ZNF8,-0.089
FAM161B,-0.089
SYNJ1,-0.089
RHPN2,-0.089
C19orf73,-0.089
OPRL1,-0.089
TMEM154,-0.089
HOXA13,-0.089
FBXO10,-0.0891
AP000350.5,-0.0891
ZKSCAN2,-0.0891
ZNF671,-0.0891
AL365434.2,-0.0891
DNAJC27,-0.0891
CROCC,-0.0891
FAM169A,-0.0892
SRR,-0.0892
PIWIL2,-0.0892
C22orf23,-0.0892
AL138966.2,-0.0892
IL23A,-0.0892
ARIH2OS,-0.0892
SEC61A2,-0.0893
ZSCAN20,-0.0894
DOPEY1,-0.0894
GATD3B,-0.0894
LINC01812,-0.0894
ZNF300,-0.0895
AC124798.1,-0.0895
ZMYND12,-0.0895
C2CD2L,-0.0895
MPP3,-0.0895
EGF,-0.0895
TRAFD1,-0.0896
BCL9,-0.0896
DENND2C,-0.0896
AC087623.3,-0.0896
PAQR7,-0.0896
ARMCX4,-0.0896
AC087897.2,-0.0896
LETM2,-0.0897
ERICH6-AS1,-0.0897
HACE1,-0.0897
ZNF136,-0.0898
OAZ3,-0.0898
AC107375.1,-0.0898
ETFDH,-0.0898
AC073332.1,-0.0899
AC007878.1,-0.0899
EPOP,-0.09
ARHGAP39,-0.09
HOXA11-AS,-0.0901
FBXL19-AS1,-0.0901
FANCC,-0.0901
PRR19,-0.0901
ANKRD7,-0.0901
RAD52,-0.0902
AL121672.3,-0.0902
AL023803.2,-0.0902
C11orf95,-0.0902
DENND4A,-0.0903
IDI2-AS1,-0.0903
AC087289.5,-0.0903
GBGT1,-0.0903
VIPAS39,-0.0904
FAM174A,-0.0904
AC068491.3,-0.0904
CLTCL1,-0.0904
NDST4,-0.0904
ZNF765,-0.0905
TRMT44,-0.0905
PTPN21,-0.0905
CLIP3,-0.0905
ZNF805,-0.0905
ZNF776,-0.0905
SYCP2,-0.0905
TTC23,-0.0905
KLC3,-0.0906
KLF11,-0.0906
AKAP5,-0.0906
AC139718.1,-0.0907
FXYD1,-0.0907
CCDC121,-0.0907
LRAT,-0.0907
BTN3A1,-0.0907
LRRIQ3,-0.0907
ARHGAP27,-0.0907
MDH1B,-0.0907
AC008079.2,-0.0907
LRSAM1,-0.0908
SYNGAP1,-0.0908
ZNF577,-0.0908
AC016394.1,-0.0908
RABGAP1L,-0.0908
AL359915.2,-0.0909
CCDC146,-0.0909
AC106795.2,-0.0909
LCTL,-0.0909
CR381653.1,-0.091
AGTPBP1,-0.091
CFAP53,-0.0911
SLC9A6,-0.0911
AC145207.5,-0.0911
FICD,-0.0911
LTB4R,-0.0911
AL160006.1,-0.0911
CYP2R1,-0.0911
UNC13B,-0.0911
CASQ1,-0.0912
MDP1,-0.0912
OXCT2,-0.0912
CDK20,-0.0912
FRAT1,-0.0912
ERBB2,-0.0912
ZNF616,-0.0913
LARS2,-0.0913
ADPRM,-0.0913
HOXC-AS1,-0.0913
GSTA4,-0.0914
TTC33,-0.0914
SH3TC2-DT,-0.0914
AC004982.2,-0.0914
PDE10A,-0.0915
GPR137C,-0.0915
IER3-AS1,-0.0915
NDUFV2-AS1,-0.0915
FAM160A2,-0.0915
LHB,-0.0915
TM9SF1,-0.0916
CFHR1,-0.0917
RTN4IP1,-0.0917
C17orf97,-0.0917
GPC4,-0.0918
AC040162.1,-0.0918
LINC01963,-0.0918
CTCFL,-0.0918
CNTNAP1,-0.0918
WDR53,-0.0919
NGRN,-0.0919
AC026250.1,-0.0919
SCAMP5,-0.092
AC110615.1,-0.092
Z84485.1,-0.092
AGAP9,-0.092
ULK2,-0.092
AJM1,-0.0921
BAALC-AS1,-0.0921
MRM1,-0.0921
AC009902.2,-0.0921
SFMBT2,-0.0921
MFSD9,-0.0922
PLEKHG5,-0.0922
ANKRD6,-0.0922
PCDH10,-0.0922
AL162377.1,-0.0922
ASB13,-0.0923
EFCAB5,-0.0923
CASC2,-0.0923
KLRG1,-0.0923
RAB7B,-0.0924
ARL15,-0.0924
AC100821.2,-0.0924
AC074032.1,-0.0924
C19orf57,-0.0924
L3MBTL4,-0.0925
HIST1H2BI,-0.0925
PNCK,-0.0925
AL121658.1,-0.0925
ERAP2,-0.0926
EXPH5,-0.0926
KCNA2,-0.0926
U62317.3,-0.0927
TAF1A-AS1,-0.0927
KLHL6,-0.0928
RABL2A,-0.0928
ECHDC3,-0.0928
EPM2A,-0.0928
LPAR4,-0.0929
SLC25A27,-0.0929
MAPK8IP3,-0.0929
AL157938.2,-0.0929
ZRANB3,-0.093
SPATA24,-0.0931
ZNF565,-0.0931
AC004854.2,-0.0932
AL450326.1,-0.0933
WWC2-AS2,-0.0933
MTMR10,-0.0933
DLGAP1,-0.0933
TATDN2,-0.0933
MFSD4B,-0.0933
HERC3,-0.0934
RAB36,-0.0934
CMTM4,-0.0934
TBC1D2,-0.0934
AC107982.3,-0.0935
CDKAL1,-0.0935
AK1,-0.0935
TEF,-0.0935
BTN3A3,-0.0936
ALG11,-0.0936
AL132656.2,-0.0936
ITK,-0.0936
LINC02256,-0.0936
RFX2,-0.0936
PANX1,-0.0936
LINC00323,-0.0937
IDH1-AS1,-0.0937
CACFD1,-0.0937
ZNF543,-0.0937
RNF144B,-0.0938
ZCCHC4,-0.0938
FBXL19,-0.0938
FBXL17,-0.0938
GATA2,-0.0938
P2RY11,-0.0938
PRPH,-0.0939
RBM34,-0.0939
ETFBKMT,-0.0939
AC107959.1,-0.0939
MATN4,-0.0939
RALGDS,-0.0939
ZNF223,-0.0939
EIF5AL1,-0.0939
ZNF669,-0.0939
ATG4A,-0.094
SLC46A3,-0.094
TET3,-0.094
MAN1A1,-0.094
ZSCAN9,-0.0941
ZNF169,-0.0941
ZNF234,-0.0941
EPHA3,-0.0942
PIH1D2,-0.0942
LMF1,-0.0942
AC009509.4,-0.0942
SHPK,-0.0942
NHSL2,-0.0942
HDX,-0.0942
CCDC151,-0.0943
ZBTB3,-0.0943
AP001505.1,-0.0945
SOCS7,-0.0945
C11orf80,-0.0946
SCG3,-0.0946
WFS1,-0.0946
ZNF821,-0.0946
DRAXIN,-0.0946
AC068870.2,-0.0947
ZNF611,-0.0947
KMT5C,-0.0947
TRPM4,-0.0947
AP000547.3,-0.0948
SPAG16,-0.0949
AL022328.4,-0.0949
GYS1,-0.0949
AC005726.5,-0.095
FAM229A,-0.095
ZNF554,-0.095
CRTC1,-0.095
SRC,-0.095
GPR135,-0.0951
KIAA1211,-0.0951
HMGN3-AS1,-0.0951
AC008105.1,-0.0951
PROCA1,-0.0951
FIRRE,-0.0952
GJC3,-0.0952
USF1,-0.0952
PEX11A,-0.0952
AC091153.3,-0.0952
SFXN2,-0.0953
NUDT11,-0.0953
AGBL3,-0.0953
AP000866.1,-0.0953
CCNJL,-0.0953
IQCC,-0.0953
AC067750.1,-0.0953
TMEM220-AS1,-0.0954
KLHL13,-0.0954
CAHM,-0.0954
FABP6,-0.0954
SPRY4-AS1,-0.0954
AC078909.1,-0.0954
CORO1A,-0.0954
CREB3L4,-0.0955
MTRF1,-0.0955
MATR3.1,-0.0956
MX1,-0.0956
KDM4A-AS1,-0.0956
ZNF438,-0.0956
NUDT17,-0.0956
FERMT1,-0.0956
AC068446.2,-0.0956
OCRL,-0.0957
ENTPD1-AS1,-0.0957
C2orf42,-0.0957
TMEM74,-0.0957
SLC4A11,-0.0957
KLLN,-0.0958
AC012640.2,-0.0958
AC084018.2,-0.0958
SLC2A1-AS1,-0.0958
ZNF343,-0.0959
VAX2,-0.0959
TMEM254-AS1,-0.0959
C2CD4D,-0.0959
PLCE1,-0.0959
AP001453.4,-0.096
LINC01426,-0.096
AC016708.1,-0.096
NOTCH4,-0.096
STARD9,-0.096
AL133551.1,-0.0961
CDKL5,-0.0961
DGCR6,-0.0961
TEKT3,-0.0961
SLC9A5,-0.0961
FGF22,-0.0961
ZNF180,-0.0961
ZNF596,-0.0961
AL591895.1,-0.0961
PHF21B,-0.0961
AL138762.1,-0.0962
GPER1,-0.0962
ANXA2R,-0.0962
ZNF500,-0.0962
LRRC37A2,-0.0962
TMEM143,-0.0962
SLC44A3,-0.0963
AL021392.1,-0.0963
ZNF843,-0.0964
HOXD1,-0.0964
FAM178B,-0.0964
PTK7,-0.0964
ZBTB47,-0.0964
PANK4,-0.0965
ZNF304,-0.0965
LCMT2,-0.0965
TEC,-0.0965
RNASEL,-0.0965
FAM206A,-0.0966
AL451165.2,-0.0966
C19orf44,-0.0966
AL031432.3,-0.0966
AL356599.1,-0.0966
AC092903.2,-0.0966
HKDC1,-0.0967
HYAL3,-0.0967
PALM3,-0.0967
AL928921.2,-0.0968
ZNF503-AS2,-0.0968
AC068282.1,-0.0969
ZNF254,-0.0969
PRKD1,-0.0969
AL928654.1,-0.0969
GGACT,-0.0969
INPP5A,-0.097
AL390066.1,-0.097
FAM122C,-0.097
APC2,-0.097
ZSCAN16,-0.0971
ARF4-AS1,-0.0971
HOXA3,-0.0971
ZNF710,-0.0971
FOXD2,-0.0971
SLC12A6,-0.0972
IQSEC1,-0.0972
AC073335.2,-0.0972
AC142472.1,-0.0972
MED26,-0.0972
LRRC69,-0.0972
TMEM147-AS1,-0.0972
LRRC37A3,-0.0972
EVC,-0.0973
AL161729.1,-0.0973
AC097103.2,-0.0973
AL356512.1,-0.0973
ACAP1,-0.0974
ACSM3,-0.0974
TGFB3,-0.0975
AFDN-DT,-0.0975
LINC01597,-0.0975
ZNF219,-0.0975
SGPP1,-0.0975
ZNF510,-0.0975
MRPL38,-0.0976
PPP5D1,-0.0976
LINC00265,-0.0976
FBXO46,-0.0977
NOP9,-0.0977
L3MBTL1,-0.0977
ZNF816,-0.0977
PCDHB15,-0.0977
KLHL26,-0.0978
INAFM2,-0.0978
KCTD21,-0.0978
ZNF354B,-0.0978
WHRN,-0.0978
ZNF780B,-0.0978
GPR89B,-0.0979
TMSB15B.1,-0.0979
STARD5,-0.0979
MAP3K9,-0.0979
CCT6B,-0.0979
SH3GL3,-0.098
PRR4,-0.098
SERAC1,-0.098
ADAMTS13,-0.098
CAMKK1,-0.098
ZNF20,-0.098
