gene,sod
MDP1,-0.0012
AC078909.1,-0.0013
STOX2,-0.0014
IFITM2,-0.0015
MPPED2,-0.0016
NAIP,-0.0016
ZBTB10,-0.0016
SHB,-0.0016
BMPR1B,-0.0017
AL353194.1,-0.0018
AC105277.1,-0.0018
FABP4,-0.0019
APOBEC3G,-0.002
LINC01637,-0.002
SERPINF1,-0.0021
AC011632.1,-0.0022
FILIP1,-0.0022
TMOD1,-0.0022
RIMKLA,-0.0023
ZNF91,-0.0023
JMY,-0.0023
CTNNA1,-0.0023
SGMS2,-0.0024
AC131009.2,-0.0026
NMRK1,-0.0026
ITGBL1,-0.0027
AC107375.1,-0.0027
TMEM79,-0.0028
SIGLEC15,-0.0029
SEMA6D,-0.003
PKD2L2,-0.0032
FAM133A,-0.0034
NFKBIE,-0.0034
BHLHE22,-0.0035
MATN4,-0.0036
CDK19,-0.0038
MIA2,-0.0038
TMEM106A,-0.0039
AC007620.2,-0.0039
AC092902.3,-0.004
BBS2,-0.004
DENND2C,-0.004
MEGF8,-0.0041
MUC12,-0.0042
SPEG,-0.0042
MAGEH1,-0.0043
CERCAM,-0.0043
ZNF114,-0.0043
NYAP1,-0.0043
WHRN,-0.0043
MFSD2A,-0.0045
SCN8A,-0.0046
LINC01351,-0.0046
AL359504.2,-0.0047
SSTR2,-0.0048
RAP2C-AS1,-0.0049
GATA2,-0.0049
KLF11,-0.0049
LYRM9,-0.005
SLC26A11,-0.005
PYCARD-AS1,-0.005
MMP3,-0.0051
SYN3,-0.0051
LBX2-AS1,-0.0051
CELSR2,-0.0052
SULT1A3,-0.0052
BEND5,-0.0053
DLG4,-0.0053
ERAP1,-0.0053
OR2AT4,-0.0054
ARHGDIB,-0.0054
CBWD3,-0.0054
MDGA2,-0.0055
JAK2,-0.0056
SLC13A3,-0.0056
SPA17,-0.0056
SLC22A17,-0.0056
LMBR1L,-0.0057
SMO,-0.0058
CAMK1D,-0.0058
GABPB2,-0.0058
FEZF1,-0.0058
CEP112,-0.0059
ALDH3B1,-0.0059
PTBP2,-0.006
DPF1,-0.0061
MOB3B,-0.0061
ZBTB46,-0.0061
TCTE3,-0.0062
EFR3B,-0.0063
DLGAP1,-0.0063
FAM215B,-0.0063
TLE2,-0.0066
RAB11FIP5,-0.0067
PAXIP1-AS2,-0.0067
GABRA5,-0.0067
OSBPL10,-0.0068
CYP3A5,-0.0068
RAP1GAP,-0.0068
PASK,-0.0069
ZNF134,-0.0069
ZBTB26,-0.007
FAM84B,-0.0071
CA11,-0.0075
NCR3LG1,-0.0075
FAM124A,-0.0076
SAMD5,-0.0076
FGGY,-0.0077
LINC00601,-0.0077
ADCY6,-0.0077
BTBD8,-0.0078
NKX3-1,-0.0078
CCDC188,-0.0078
LMLN,-0.008
REP15,-0.0081
AC015813.1,-0.0084
TRAIP,-0.0085
SLFN11,-0.0085
ANKRD36,-0.0085
AP000569.1,-0.0088
TRPV1,-0.0088
SLCO4A1-AS1,-0.0088
LINC01013,-0.0089
FAM160B1,-0.009
TMEM229B,-0.009
WDR66,-0.009
TRIM69,-0.0091
HIST1H4H,-0.0092
POLD4,-0.0092
BMP8B,-0.0092
SMOX,-0.0094
PCK2,-0.0095
ZNF264,-0.0096
ZFP14,-0.0097
DNHD1,-0.0097
PITPNC1,-0.0099
GPR84,-0.0099
AK9,-0.0099
ZNF674-AS1,-0.0099
ZNF493,-0.01
PRRG4,-0.01
INSR,-0.01
Z73429.1,-0.01
PPM1L,-0.0101
HDAC4,-0.0102
CARF,-0.0102
BBS5,-0.0102
GPR157,-0.0102
TSHZ3,-0.0103
DOK5,-0.0103
SEC14L2,-0.0104
AC055713.1,-0.0104
TJP2,-0.0105
DENND4A,-0.0106
KCNC4,-0.0106
UCN,-0.0106
RALYL,-0.0106
FRRS1,-0.0107
CACNA1H,-0.0107
ICA1,-0.0108
ZNF224,-0.011
EZH1,-0.0111
DCLK2,-0.0112
CPT1A,-0.0112
FAM225A,-0.0113
AL391684.1,-0.0114
B3GALT5,-0.0115
ARAP3,-0.0116
ARID5A,-0.0116
EID3,-0.0116
UNC93B1,-0.0116
SMCR8,-0.012
KCNK9,-0.0121
TRIM58,-0.0121
AC009779.2,-0.0122
B3GALT1,-0.0122
HECTD2,-0.0122
PLEKHH1,-0.0122
PSMB8-AS1,-0.0123
AC021188.1,-0.0123
NHSL2,-0.0123
CIITA,-0.0124
ZCWPW1,-0.0124
LINC01410,-0.0124
CTXND1,-0.0125
FBLN5,-0.0125
NLK,-0.0125
MGST1,-0.0126
SBF2-AS1,-0.0127
ZNF397,-0.0129
CBX7,-0.013
IRX6,-0.013
N4BP2,-0.013
ABCA1,-0.0131
DHX58,-0.0132
LYSMD3,-0.0132
C6orf226,-0.0133
CDKN2B-AS1,-0.0134
TTC7A,-0.0135
C8orf44,-0.0135
MAST4,-0.0136
CNKSR2,-0.0136
YJEFN3,-0.0136
HIST1H3B,-0.0137
HSD17B14,-0.0137
B3GNT5,-0.0138
GPR162,-0.0138
MEIS1,-0.0138
TGFB3,-0.014
AP000350.6,-0.014
SPSB2,-0.0141
PLD1,-0.0142
ARHGEF3,-0.0144
CD99L2,-0.0144
SAP25,-0.0144
AC137579.1,-0.0145
TMPO-AS1,-0.0145
TMEM187,-0.0145
AC104506.1,-0.0145
DUSP18,-0.0145
AL391244.3,-0.0146
KLF5,-0.0147
MAP3K14,-0.0148
BFSP1,-0.0148
SPAG4,-0.0149
MYO18A,-0.0149
ZNF846,-0.015
CREB5,-0.0151
PCSK6,-0.0151
CPED1,-0.0151
AC112907.3,-0.0151
SPRR2D,-0.0151
NRTN,-0.0152
AL356599.1,-0.0152
HOXC6,-0.0153
TAPBPL,-0.0153
PGGHG,-0.0153
TSPAN15,-0.0155
HCG11,-0.0155
EAF1,-0.0155
UGT8,-0.0156
AL359851.1,-0.0158
TRPM3,-0.0159
ZSWIM4,-0.0159
SNTN,-0.0159
MIPOL1,-0.016
ALDH1A1,-0.016
DDAH2,-0.0161
AL592183.1,-0.0162
MMP15,-0.0162
AC097532.2,-0.0162
AF117829.1,-0.0163
PLEKHN1,-0.0164
AMOT,-0.0165
AC027682.6,-0.0165
POU4F1,-0.0165
FAT4,-0.0165
LGI2,-0.0166
THAP7-AS1,-0.0166
AC007388.1,-0.0168
ATP10B,-0.0168
PGBD5,-0.0169
C1RL-AS1,-0.0169
PCDH18,-0.017
OBSCN,-0.0173
DLG5,-0.0173
STAM-AS1,-0.0173
LAMA2,-0.0173
PCCA,-0.0174
LINC01355,-0.0174
GPR135,-0.0174
RUNX2,-0.0175
SLC35E2B,-0.0175
CNTNAP3B,-0.0175
MYH14,-0.0175
SENP7,-0.0175
AC017076.1,-0.0176
CASC10,-0.0176
ANK2,-0.0177
BAIAP2-DT,-0.0178
FCGR2B,-0.0178
UBAP1L,-0.0178
PKNOX2,-0.0178
KCNA2,-0.018
IL15,-0.0181
AL669831.5,-0.0181
RHOBTB1,-0.0182
SLC37A1,-0.0182
KAZALD1,-0.0183
ARIH2OS,-0.0183
CLDND2,-0.0184
RHPN1,-0.0185
MFSD8,-0.0185
CENPP,-0.0185
LY6E-DT,-0.0186
CARD14,-0.0187
TTLL3,-0.0187
KCNK6,-0.0188
EXTL3-AS1,-0.0189
BOK,-0.0189
CACNA2D1,-0.0189
EGF,-0.019
SPATA1,-0.019
ACSBG1,-0.0191
AC093627.4,-0.0191
PCDH1,-0.0191
CLGN,-0.0191
ASH1L-AS1,-0.0191
PRRT3,-0.0191
ZBTB49,-0.0192
ANK3,-0.0192
PPP2R5B,-0.0192
SHROOM4,-0.0193
AC079922.2,-0.0193
AC113418.1,-0.0193
LDB3,-0.0194
ADGRA2,-0.0194
MTRNR2L11,-0.0195
NR1H3,-0.0196
COLGALT2,-0.0196
CARMN,-0.0196
AL049840.1,-0.0197
LINC01560,-0.0199
SDSL,-0.02
EN1,-0.02
SGSH,-0.0201
AC040977.1,-0.0201
TBC1D2,-0.0201
AL117379.1,-0.0201
EPHA3,-0.0203
ZER1,-0.0203
LINC01426,-0.0204
LINC01137,-0.0204
DLG3,-0.0205
ANKRD31,-0.0206
GHDC,-0.0207
FAM241A,-0.0207
PER1,-0.0208
MAML3,-0.0209
AC015909.3,-0.021
ZFHX4,-0.021
CUL7,-0.021
BMF,-0.0211
VPS9D1,-0.0211
HIST1H2BE,-0.0211
CPEB1,-0.0212
AC018529.2,-0.0212
FAM198B,-0.0212
TSPAN1,-0.0213
FBXO48,-0.0214
AP000880.1,-0.0214
SLC8B1,-0.0214
ZDHHC14,-0.0214
SOCS2,-0.0214
SLC23A3,-0.0215
TAPT1,-0.0215
KCNQ5,-0.0215
AP003900.1,-0.0215
ALDH5A1,-0.0215
PELI1,-0.0216
OPRD1,-0.0216
CCDC146,-0.0216
SMG8,-0.0216
YTHDF3-AS1,-0.0216
ZNF141,-0.0216
AL592148.3,-0.0217
LINC01772,-0.0217
Z93930.2,-0.0218
MPP2,-0.0218
FAM19A4,-0.0218
RNF103,-0.0219
MKRN3,-0.022
SH2B2,-0.022
GSAP,-0.022
DCUN1D3,-0.0221
ATXN1L,-0.0221
LINC01234,-0.0222
SLC48A1,-0.0223
TTBK2,-0.0223
VANGL2,-0.0224
AC007336.1,-0.0224
CCDC30,-0.0225
FGF14,-0.0225
RAB11FIP4,-0.0225
F11R,-0.0226
COL16A1,-0.0227
PARP3,-0.0228
ARSE,-0.0228
AC003101.2,-0.0228
PRKCH,-0.0229
Z98885.3,-0.0229
AC062029.1,-0.023
PARD6A,-0.0232
HR,-0.0232
WDR19,-0.0232
LMTK2,-0.0233
ACTL10,-0.0234
COL19A1,-0.0234
MFSD2B,-0.0235
SIPA1L1,-0.0236
ZBTB47,-0.0236
DDR1-DT,-0.0237
PSCA,-0.0237
TFAP2A-AS1,-0.0237
ATP8B3,-0.0238
PCDHGA12,-0.0238
RAB39B,-0.0238
AZGP1,-0.0238
PCDHB14,-0.0239
VPS9D1-AS1,-0.0239
ZBTB34,-0.024
ZNF611,-0.024
LONRF2,-0.024
HIST1H2AG,-0.0241
HYPK,-0.0242
HNRNPA1L2,-0.0242
EPHA5-AS1,-0.0243
ZNF407,-0.0243
SELENOM,-0.0243
RILPL1,-0.0244
FAM95B1,-0.0244
IQGAP3,-0.0244
SLC31A2,-0.0244
CELSR3,-0.0245
IL1RAPL1,-0.0246
KIF24,-0.0247
LRRC8E,-0.0247
TEC,-0.0247
TMEM91,-0.0247
CACHD1,-0.0248
CEP126,-0.0249
PCDHB16,-0.0249
ST3GAL6-AS1,-0.025
FAM189A2,-0.0251
ZNF778,-0.0251
VWF,-0.0251
AC091979.2,-0.0252
ATG2A,-0.0253
SLC38A9,-0.0254
HECA,-0.0254
ABHD4,-0.0255
EFCAB7,-0.0255
MORC2-AS1,-0.0257
MLLT11,-0.0257
MS4A7,-0.0257
NIPAL2,-0.0257
ENOX1,-0.0257
PLCE1,-0.0257
SLC16A10,-0.0257
GCH1,-0.0258
INTU,-0.0258
SNTA1,-0.0258
MARCH2,-0.0259
AC007541.1,-0.0259
AHNAK2,-0.0259
AC073335.2,-0.0259
HES7,-0.0259
UHRF1BP1,-0.026
PCDHB2,-0.026
ATP7B,-0.0261
ZNF516,-0.0262
BACH2,-0.0263
TMEM44,-0.0263
ARHGEF26,-0.0265
ITGAX,-0.0265
TPBGL,-0.0266
AC011447.3,-0.0266
DNAJC12,-0.0267
MCOLN2,-0.0267
B9D2,-0.0268
VAV2,-0.0268
HEXA-AS1,-0.0268
KSR1,-0.0269
HIST1H2AL,-0.027
AL451060.1,-0.0271
AC137767.1,-0.0272
PLEKHS1,-0.0272
XKR8,-0.0272
DIRAS1,-0.0273
ATG2B,-0.0273
MIR503HG,-0.0274
MORN4,-0.0274
TRG-AS1,-0.0276
VMAC,-0.0276
CCNA1,-0.0277
RNF139-AS1,-0.0277
GHRL,-0.0277
ARMCX1,-0.0277
SLC25A45,-0.0278
RASSF4,-0.0279
ANKRD23,-0.028
MAN2B1,-0.028
MISP3,-0.0281
UBQLN2,-0.0283
EPHA5,-0.0283
TGFBR3,-0.0283
THRB,-0.0284
CCDC180,-0.0284
LMOD3,-0.0284
OSBPL3,-0.0285
TMEM56,-0.0285
TRIM21,-0.0285
AC234772.3,-0.0285
AL136295.5,-0.0286
EIF2AK3,-0.0286
RGS5,-0.0286
CAHM,-0.0287
NUDT7,-0.0288
TBX18,-0.0288
AC073957.3,-0.0288
AC008915.2,-0.0289
FAM171A2,-0.029
ASIC1,-0.029
IKZF5,-0.029
DGCR6,-0.029
LINC00920,-0.0291
CHST9,-0.0291
PLXNA2,-0.0292
ELMOD1,-0.0292
HIST3H2BB,-0.0292
AC093827.4,-0.0292
AC063923.2,-0.0292
AC006329.1,-0.0293
AC092910.3,-0.0293
AC023157.3,-0.0293
GRTP1,-0.0294
SLC12A4,-0.0294
FAM172A,-0.0294
ZNF524,-0.0294
NDUFA4L2,-0.0295
PSD4,-0.0296
AC147651.1,-0.0296
AC005840.2,-0.0297
HIST2H2AB,-0.0297
ZNF419,-0.0297
JHY,-0.0297
CYP26B1,-0.0298
CREG2,-0.0298
IQCJ-SCHIP1,-0.0299
C11orf95,-0.03
PLPP4,-0.0301
SH3RF1,-0.0301
RBM43,-0.0301
CKB,-0.0301
RGPD5,-0.0304
AL118506.1,-0.0304
AC008105.3,-0.0304
FAM122C,-0.0304
AP006621.3,-0.0305
ZNF547,-0.0305
CLDN15,-0.0305
AL161935.3,-0.0305
AC008124.1,-0.0306
ZNF519,-0.0306
LINGO1,-0.0306
SEMA4B,-0.0308
TAP1,-0.0308
AL161457.2,-0.0309
AC091932.1,-0.0309
TTC28,-0.0309
HBEGF,-0.0311
ZSWIM9,-0.0312
ZNF213-AS1,-0.0312
KCNJ14,-0.0312
ZDHHC13,-0.0312
HOXB3,-0.0313
ZNF891,-0.0314
CLHC1,-0.0314
TMEM131L,-0.0314
DAGLA,-0.0315
NATD1,-0.0315
FAM71F2,-0.0316
RABL2B,-0.0317
CD22,-0.0317
SLC37A3,-0.0317
MYEF2,-0.0317
FLI1,-0.0317
POT1-AS1,-0.0317
ANO10,-0.0318
KLHDC1,-0.0318
AL359258.2,-0.0318
PSEN1,-0.0319
AGMO,-0.0319
ABTB2,-0.0319
CAMK2N2,-0.0319
WDR47,-0.0319
MMP25-AS1,-0.0319
PPFIBP2,-0.032
GRID1,-0.032
ADGRE2,-0.0321
LINC00476,-0.0321
ALK,-0.0322
LBX2,-0.0322
DNMT3B,-0.0322
ZNF550,-0.0323
AC048341.1,-0.0323
FAM241B,-0.0323
AL139246.5,-0.0323
EYA1,-0.0323
AC083843.3,-0.0323
IL12A,-0.0324
LCE2A,-0.0324
LINC02035,-0.0324
CU638689.5,-0.0324
C9orf72,-0.0325
C17orf67,-0.0325
PIANP,-0.0325
BCAM,-0.0326
AC007114.1,-0.0326
PCF11-AS1,-0.0326
BRD3OS,-0.0326
AC092119.2,-0.0327
MBNL1-AS1,-0.0327
SPACA6,-0.0327
NKX1-2,-0.0328
SLC18B1,-0.0328
TRIM9,-0.0329
ZNF616,-0.033
ASIP,-0.033
ZNF160,-0.033
VIM-AS1,-0.033
ZDHHC2,-0.033
ATF7IP2,-0.0331
GTF2IRD2B,-0.0331
COL14A1,-0.0331
SLC30A1,-0.0331
AP001816.1,-0.0332
AC239800.3,-0.0333
LFNG,-0.0333
TM7SF2,-0.0333
FAXDC2,-0.0333
AFF3,-0.0334
SH3D21,-0.0334
RNF217,-0.0334
MLKL,-0.0334
ACAP1,-0.0334
ZNF528,-0.0334
TMEM198,-0.0335
AC009237.15,-0.0335
CDK18,-0.0335
ANGPT2,-0.0335
RFFL,-0.0335
FBXL6,-0.0336
CXCL16,-0.0336
RNF135,-0.0337
ACY1,-0.0337
FBXL7,-0.0337
FNDC4,-0.0337
CKMT2-AS1,-0.0337
ZNF708,-0.0338
VCPKMT,-0.0338
CSRNP2,-0.0339
LINC00681,-0.0339
AC007389.5,-0.034
SLFN12,-0.034
UBA7,-0.034
ZNF726,-0.034
YPEL4,-0.034
C19orf81,-0.0341
DPYSL4,-0.0341
AC092747.4,-0.0341
KCNIP3,-0.0341
ASPA,-0.0342
ST7-AS1,-0.0342
SLAMF9,-0.0342
HIC2,-0.0343
AC099778.1,-0.0343
ARID3B,-0.0344
TEX15,-0.0344
LCA5,-0.0344
BCO2,-0.0345
TRIM52,-0.0345
LRRN4CL,-0.0345
ZNF532,-0.0345
EVI5L,-0.0346
C5,-0.0346
MED17,-0.0346
PLEKHH3,-0.0347
AC062017.1,-0.0347
NPIPB5,-0.0347
ANO4,-0.0347
PLEKHG4,-0.0348
IKZF4,-0.0348
GAREM1,-0.0348
SLC22A18AS,-0.0349
ARSK,-0.0349
NEK11,-0.0349
PABPC5,-0.0349
TMEM175,-0.0349
FAM120B,-0.0349
ACBD4,-0.0349
AC067750.1,-0.035
KALRN,-0.035
CUBN,-0.035
AC110285.1,-0.0351
ZNF300,-0.0351
DSE,-0.0352
LHX6,-0.0352
MZF1-AS1,-0.0353
AC091271.1,-0.0353
STC2,-0.0353
ARRDC2,-0.0354
RAB3IP,-0.0354
ERAP2,-0.0354
ZNF251,-0.0354
PITPNM2,-0.0354
PCDHGC3,-0.0354
AATK,-0.0355
MED23,-0.0355
Z82217.1,-0.0357
AP000547.3,-0.0357
SEPSECS-AS1,-0.0357
PCDHGA6,-0.0358
CX3CL1,-0.0358
PCDHGA10,-0.0358
DHRS12,-0.0358
ADGRL1,-0.0359
BTG2,-0.0359
KCNMB4,-0.0359
AC093157.1,-0.036
LINC01569,-0.036
AL022344.2,-0.036
LINC01715,-0.036
AC139718.1,-0.036
AL132655.2,-0.0361
SLC9A8,-0.0361
HEMK1,-0.0361
AC016773.1,-0.0361
PXYLP1,-0.0362
CASP10,-0.0362
SGMS1,-0.0362
FAM227A,-0.0363
BX537318.1,-0.0363
LARGE1,-0.0363
AC010163.1,-0.0363
BTN3A3,-0.0364
IL22RA1,-0.0364
AC108463.3,-0.0365
LENG8-AS1,-0.0365
NKD1,-0.0365
DGKA,-0.0366
IGSF6,-0.0367
KANSL1L,-0.0367
RAP1GAP2,-0.0367
ANKEF1,-0.0367
MZF1,-0.0368
LONRF3,-0.0368
AL442128.2,-0.0368
AL023803.1,-0.0368
L3MBTL4-AS1,-0.0369
ZNF23,-0.0369
LRRC27,-0.0369
AUH,-0.0369
PTK7,-0.0369
ACVR1B,-0.0369
PLEKHG3,-0.0369
ZNF594,-0.037
TAS2R30,-0.0371
MERTK,-0.0371
ULBP2,-0.0371
RXRA,-0.0372
PIP5KL1,-0.0372
AL133453.1,-0.0372
SCAMP1-AS1,-0.0372
EXOC8,-0.0373
PITPNM3,-0.0373
AC147067.1,-0.0374
ENHO,-0.0374
BISPR,-0.0374
MAST3,-0.0374
POLH,-0.0375
PROSER3,-0.0375
PAN2,-0.0375
GPR82,-0.0375
AC022400.6,-0.0376
MIR193BHG,-0.0377
AL031847.1,-0.0377
TCIRG1,-0.0377
ZNF589,-0.0377
AL354822.1,-0.0377
ARHGEF19,-0.0378
AC017071.1,-0.0379
SLC9B2,-0.0379
XKR5,-0.0379
SLIT3,-0.0379
ZNF485,-0.0379
HASPIN,-0.0379
TMEM42,-0.038
HIST1H4D,-0.038
AP000695.2,-0.038
THNSL2,-0.038
PPFIA4,-0.038
NFATC1,-0.0381
NRF1,-0.0381
SCX,-0.0381
AL031777.3,-0.0381
PIGA,-0.0381
RALGDS,-0.0381
LENG9,-0.0382
PRKAB1,-0.0382
PPP1R14A,-0.0382
GLRB,-0.0382
RHOJ,-0.0383
FAM27C,-0.0383
ARNTL,-0.0383
FAM66C,-0.0383
ZNF700,-0.0384
WWC1,-0.0384
DISC1,-0.0384
AP003119.2,-0.0384
USP54,-0.0384
AC092171.4,-0.0385
APTR,-0.0385
DOPEY2,-0.0385
NOTCH2NL,-0.0386
AP002490.1,-0.0386
HHLA3,-0.0386
ZNF100,-0.0386
TM4SF19-AS1,-0.0386
AC064807.1,-0.0387
KCTD11,-0.0387
ARHGAP33,-0.0388
PDE10A,-0.0388
MAPT,-0.0388
CCDC113,-0.0388
WDR7,-0.0389
ZNF395,-0.0389
ANKAR,-0.0389
SPTBN2,-0.0389
IL17RE,-0.039
SLITRK4,-0.039
U2AF1L4,-0.039
FAN1,-0.039
ATP1A4,-0.0391
NEK8,-0.0391
RUSC2,-0.0391
REC8,-0.0392
AC007686.3,-0.0392
LCTL,-0.0392
MROH6,-0.0393
TNFRSF11A,-0.0393
AC004846.2,-0.0394
HELB,-0.0394
INAFM1,-0.0395
AC009148.1,-0.0395
PKIA,-0.0396
NPHP1,-0.0396
WDR5B,-0.0396
RTL8B,-0.0396
ZNF396,-0.0396
ENTPD7,-0.0396
Z95115.1,-0.0396
AC073611.1,-0.0396
DTX1,-0.0397
MKL1,-0.0397
UFSP1,-0.0397
NPIPB4,-0.0397
ACSM3,-0.0397
NMNAT1,-0.0398
AD000090.1,-0.0398
P4HTM,-0.0398
LINC01588,-0.0399
AL133325.3,-0.0399
LZTFL1,-0.0399
SLCO3A1,-0.0399
ZNF624,-0.04
DISP1,-0.04
HCG22,-0.04
MORN1,-0.04
TSPAN13,-0.04
KIAA1211,-0.0401
FRMD3,-0.0401
ATP6V1FNB,-0.0402
AL022069.1,-0.0402
AC107419.1,-0.0402
C4orf46,-0.0402
LAMC2,-0.0403
AC132872.1,-0.0403
MEX3B,-0.0403
AC132872.3,-0.0403
ZBTB25,-0.0403
CCDC102A,-0.0404
SLX4,-0.0405
FCGR2A,-0.0405
PNMA6A,-0.0405
KCNAB3,-0.0405
ZNF425,-0.0405
OSER1-DT,-0.0405
UNC13D,-0.0406
C11orf54,-0.0406
AC006058.1,-0.0406
ARHGAP39,-0.0406
MAPK11,-0.0406
ZNF566,-0.0407
ADAMTS16,-0.0407
AL357060.1,-0.0407
CHST7,-0.0408
CHRNB1,-0.0408
FEM1C,-0.0409
ST3GAL1,-0.0409
ZNF569,-0.0409
RIN3,-0.0409
AC104532.2,-0.0409
OTOA,-0.0409
AC010809.2,-0.041
ADAM19,-0.041
TNFRSF14-AS1,-0.041
NOTCH1,-0.0411
AJM1,-0.0411
TOR1B,-0.0411
TRIM16,-0.0411
AC245140.2,-0.0411
L3MBTL3,-0.0412
RETREG3,-0.0412
ARHGEF25,-0.0413
AC007325.4,-0.0413
AL161646.1,-0.0414
MORC4,-0.0415
RNF32,-0.0415
L3MBTL1,-0.0415
IDNK,-0.0415
AC036176.1,-0.0415
CD274,-0.0416
MIR99AHG,-0.0416
RDH5,-0.0416
GAB1,-0.0416
MSANTD2,-0.0416
AC104984.3,-0.0416
AC087897.2,-0.0418
AC100793.2,-0.0418
RAB11B-AS1,-0.0418
ZBTB8B,-0.0419
IQCG,-0.0419
AC002553.1,-0.0419
USP21,-0.042
AC083798.2,-0.042
KIAA1549,-0.042
MARCH8,-0.042
NT5M,-0.042
SRCIN1,-0.0421
ARHGAP27,-0.0421
SEMA7A,-0.0421
LRRC37A3,-0.0421
ULK1,-0.0421
B4GALNT3,-0.0421
RAB3D,-0.0421
CGN,-0.0421
LTB4R,-0.0422
ATAD2B,-0.0422
F8,-0.0423
RAVER2,-0.0423
AL121658.1,-0.0423
ADGRB2,-0.0424
HEY2,-0.0424
ZNF738,-0.0424
GPR55,-0.0424
C19orf44,-0.0425
LINC02109,-0.0425
RNF215,-0.0425
KLHL29,-0.0425
ZFYVE1,-0.0425
SLC2A6,-0.0426
ZFP90,-0.0426
SLC30A4,-0.0426
SCHIP1,-0.0426
LINC01429,-0.0427
CNFN,-0.0427
PAFAH2,-0.0427
ZNF549,-0.0427
SLC25A27,-0.0427
AP001157.1,-0.0428
C2orf72,-0.0428
ZNF501,-0.0428
AZIN2,-0.0428
ARHGAP20,-0.0429
SLC9A3R2,-0.0429
QSOX2,-0.0429
ELL,-0.043
AP000845.1,-0.043
AL158152.1,-0.043
AP003486.1,-0.0431
CXCL8,-0.0431
TSPYL4,-0.0431
TLCD1,-0.0431
CCR1,-0.0431
ZIC2,-0.0432
MATN1-AS1,-0.0432
TLDC1,-0.0432
AC004156.1,-0.0433
GFOD1,-0.0433
CYB5D1,-0.0434
NEDD9,-0.0434
PLEKHM3,-0.0434
GAL3ST4,-0.0434
AC116667.1,-0.0434
AC087623.3,-0.0435
ARL9,-0.0435
DACT1,-0.0435
CCNJL,-0.0435
MFSD4B,-0.0435
ALG11,-0.0435
RELL1,-0.0436
POLI,-0.0436
GIMAP2,-0.0436
BORCS6,-0.0436
GINS3,-0.0436
AC074032.1,-0.0436
KANTR,-0.0436
FGFR1OP,-0.0437
AC008264.2,-0.0437
PLCD3,-0.0438
KREMEN2,-0.0438
ZNF169,-0.0438
CEP72,-0.0438
ZBTB5,-0.0439
PBX4,-0.0439
MDM1,-0.0439
COBL,-0.044
STAT5A,-0.044
AC069148.1,-0.0441
GJA3,-0.0441
MFAP3L,-0.0441
GCHFR,-0.0441
LINC01293,-0.0441
CTBP1-DT,-0.0442
KIAA1024,-0.0442
ZNF514,-0.0442
SEC31B,-0.0442
KCNQ1OT1,-0.0442
PLLP,-0.0442
HIST1H2BN,-0.0442
AL158835.1,-0.0442
FOXF2,-0.0442
SH3TC2-DT,-0.0443
ERMAP,-0.0443
LRRK1,-0.0443
MATR3.1,-0.0444
INTS6-AS1,-0.0444
AC005480.1,-0.0445
ASB7,-0.0446
LINC00665,-0.0446
SNPH,-0.0446
AL450998.2,-0.0446
IGIP,-0.0446
TRAPPC2B,-0.0446
ALDH1L2,-0.0447
C16orf46,-0.0448
PCAT1,-0.0448
TMEM254-AS1,-0.0448
PYROXD2,-0.0449
AL158154.2,-0.0449
SP2-AS1,-0.0449
HSPA4L,-0.0449
AL135999.1,-0.045
GABRA3,-0.045
SLC44A3,-0.045
LCP1,-0.0451
TBXAS1,-0.0451
ZNF790,-0.0451
TEX22,-0.0451
AP001330.5,-0.0451
NDRG2,-0.0452
OLFM2,-0.0452
FOXP4-AS1,-0.0452
BAK1,-0.0452
ARHGAP19,-0.0452
ZNF587B,-0.0453
TMEM80,-0.0453
ZFP82,-0.0453
AC006504.5,-0.0453
AC009309.1,-0.0453
AC096667.1,-0.0454
AL591895.1,-0.0454
FZD5,-0.0454
AC127070.2,-0.0454
GPCPD1,-0.0455
LINC00847,-0.0455
AC108673.3,-0.0455
KHDC1,-0.0456
ATG14,-0.0456
GAD1,-0.0456
PHLPP2,-0.0456
TMCO6,-0.0456
TRIM51,-0.0456
PLEKHG5,-0.0456
CNNM2,-0.0457
AC138150.1,-0.0457
KDM7A,-0.0457
GPR37,-0.0457
PBLD,-0.0458
FBXL2,-0.0458
LIFR-AS1,-0.0458
B3GLCT,-0.0458
TRAF3IP2-AS1,-0.0459
AC124312.1,-0.046
CSAG1,-0.046
ZDHHC23,-0.046
ERMARD,-0.046
ZNF600,-0.0461
RASSF7,-0.0461
CST1,-0.0461
FCHSD1,-0.0462
FAM117A,-0.0462
SUOX,-0.0463
SLC12A5,-0.0463
AC009113.1,-0.0463
AC068491.3,-0.0464
VAMP4,-0.0464
ZNF487,-0.0464
AC123777.1,-0.0464
NBEAL2,-0.0464
TEX9,-0.0464
IQCK,-0.0465
TRAPPC9,-0.0465
LMNTD2,-0.0465
CRAMP1,-0.0465
RHOF,-0.0465
NALCN,-0.0465
AP004609.3,-0.0466
LINC00342,-0.0466
RHBDL1,-0.0466
AL133245.1,-0.0466
SNX33,-0.0466
AC015917.2,-0.0466
ZNF343,-0.0467
FAM227B,-0.0467
AP000253.1,-0.0467
APLP1,-0.0467
AC004854.2,-0.0468
PAPOLG,-0.0469
TUBB2B,-0.0469
DGKG,-0.0469
AC020765.2,-0.0469
METTL4,-0.047
DNAJC27,-0.047
HCN1,-0.047
AC021097.1,-0.047
ADCY9,-0.0471
