gene,sod
FAM111A-DT,-0.0932
AC138028.1,-0.0933
ZBED8,-0.0933
AC008443.5,-0.0933
CAMK1,-0.0934
FAM83G,-0.0934
NBPF11,-0.0935
HIST1H3H,-0.0935
NUDT13,-0.0935
PLCB2,-0.0935
RGS9BP,-0.0935
PDIK1L,-0.0935
ZFP69B,-0.0936
AC105285.1,-0.0936
PEX14,-0.0936
OR2AG2,-0.0938
C3orf33,-0.0938
TIGD2,-0.0938
TUBB3,-0.0939
NEUROD2,-0.094
AC104389.4,-0.094
DNM1P35,-0.094
AL121944.1,-0.094
P2RX5,-0.094
AC091180.3,-0.094
AC106820.2,-0.0941
TACR2,-0.0941
AL031673.1,-0.0942
RIPPLY2,-0.0942
DNM3,-0.0942
ZNF821,-0.0942
MEIG1,-0.0942
EML6,-0.0942
AC003986.3,-0.0943
FAM72A,-0.0943
SPART-AS1,-0.0943
PRRT1,-0.0943
MMAA,-0.0943
ZNF865,-0.0943
PPP3CC,-0.0944
ZNF81,-0.0944
B3GAT2,-0.0944
ZNF20,-0.0944
PALM3,-0.0944
PRR4,-0.0944
WDR37,-0.0945
ZNF284,-0.0945
PPIP5K1,-0.0945
FBXO10,-0.0946
AC093297.2,-0.0946
ZNF780A,-0.0947
AC106886.5,-0.0947
UBR5-AS1,-0.0947
AGAP4,-0.0947
AC107214.1,-0.0947
NAIF1,-0.0947
RAD51,-0.0947
MTG1,-0.0948
ZNF670,-0.0949
CBS,-0.095
AC021092.1,-0.095
PARS2,-0.0951
FGF23,-0.0951
ZNF2,-0.0951
ZNF213,-0.0952
AL357079.1,-0.0952
MCIDAS,-0.0952
C20orf204,-0.0953
AP001062.1,-0.0953
AL445250.1,-0.0954
SLC12A9-AS1,-0.0954
C2CD4D,-0.0954
NXT2,-0.0955
ZFP69,-0.0955
AC010519.1,-0.0955
LINC01963,-0.0955
NCDN,-0.0955
COX16,-0.0956
RPP21,-0.0956
PAIP2B,-0.0956
AC106795.2,-0.0957
RAVER1,-0.0957
MED14OS,-0.0957
KRBA1,-0.0957
SIRT5,-0.0958
ATAD3C,-0.0958
AC026304.1,-0.0959
NAT1,-0.0959
ACTG2,-0.0959
HIPK1-AS1,-0.096
SDHAF4,-0.096
LPAR2,-0.096
Z82206.1,-0.096
ZNF280C,-0.0961
FP565260.6,-0.0962
CA13,-0.0962
AC023509.4,-0.0962
AC093462.1,-0.0962
SEMA4G,-0.0962
RTN4IP1,-0.0963
ZNF619,-0.0963
KCNJ10,-0.0964
AC108134.2,-0.0964
AL645568.1,-0.0964
ZNF606,-0.0965
PRRG2,-0.0965
AKR1E2,-0.0965
HACE1,-0.0965
C1QL4,-0.0965
ZNF490,-0.0966
FUT4,-0.0966
DPY19L2,-0.0966
AC097468.3,-0.0966
MILR1,-0.0966
AP000787.1,-0.0968
NDST2,-0.0968
TRMT44,-0.0968
MRPL53,-0.0968
DDTL,-0.0968
AL161729.1,-0.0969
EPOP,-0.0969
CP,-0.0969
MYH3,-0.0969
Z97205.2,-0.0971
AC015909.2,-0.0972
LINC00461,-0.0972
ACSL6,-0.0973
KLHL7-DT,-0.0973
AC026471.1,-0.0973
AC073263.2,-0.0973
DMRT2,-0.0973
ZNF212,-0.0974
SLX1A,-0.0975
BOLA2B,-0.0976
DIABLO.1,-0.0976
TMEM81,-0.0976
ADM5,-0.0978
AL590428.1,-0.0979
ATXN7L2,-0.0979
AC087500.1,-0.098
DHRS2,-0.098
ZNF346,-0.098
LRRC24,-0.098
AC093635.1,-0.098
PSPN,-0.098
AC116913.1,-0.0981
APCDD1,-0.0983
FRRS1L,-0.0984
CDK20,-0.0984
PPM1J,-0.0984
ZNF764,-0.0984
AP002852.1,-0.0984
OR4D9,-0.0984
SPATA2L,-0.0984
BBS1,-0.0985
AL162231.1,-0.0985
Z95114.2,-0.0986
ZNF556,-0.0986
AC145207.3,-0.0986
ELMO1,-0.0987
RABGGTA,-0.0987
AC103591.3,-0.0987
HOXC11,-0.0987
AARS2,-0.0988
DDX47,-0.0988
FDXACB1,-0.0988
ARMCX4,-0.0989
AL354920.1,-0.0989
ARMC5,-0.099
MIR5689HG,-0.099
TMEM169,-0.099
AC012640.4,-0.099
MIR29B2CHG,-0.0991
KCNH6,-0.0991
LINC00987,-0.0992
AC105760.2,-0.0992
AC107959.1,-0.0992
HOXC5,-0.0993
MRPL23,-0.0993
DHDH,-0.0993
FALEC,-0.0994
CDC42BPG,-0.0994
MALINC1,-0.0994
TRMT2B,-0.0994
TMLHE,-0.0995
AL391069.3,-0.0995
BICRA,-0.0996
FBXO36,-0.0996
ZNF852,-0.0996
CYSLTR1,-0.0996
ZNF235,-0.0997
TMEM154,-0.0997
HIST1H2BL,-0.0997
AL031595.2,-0.0998
AP000350.7,-0.0998
ZSWIM1,-0.0998
FOXN3-AS1,-0.0998
ZC2HC1C,-0.0998
SGMS1-AS1,-0.0999
ZKSCAN2,-0.0999
ZSCAN20,-0.0999
AP000251.1,-0.1
AL138828.1,-0.1
AC021028.1,-0.1001
AC092587.1,-0.1001
LINC01133,-0.1001
EAF1-AS1,-0.1001
H3F3C,-0.1003
NDOR1,-0.1003
AL590705.1,-0.1004
AL121603.2,-0.1005
ZNF77,-0.1005
AC009948.4,-0.1005
KTN1-AS1,-0.1005
USP3-AS1,-0.1006
ADAM11,-0.1006
AP005329.3,-0.1007
RUSC1-AS1,-0.1007
AC125807.2,-0.1007
LRP5L,-0.1007
SRRM2-AS1,-0.1007
PROCA1,-0.1008
TIGD4,-0.1008
MAP1LC3B2,-0.1009
LINC00683,-0.101
ABHD14A-ACY1,-0.101
LINC00526,-0.101
FAM169B,-0.101
BPIFB1,-0.1011
AKAP5,-0.1011
OTUB2,-0.1011
AL513550.1,-0.1012
ZNF784,-0.1012
U2AF1,-0.1012
LINC00997,-0.1012
ZNF222,-0.1013
LINC01572,-0.1014
LRP4-AS1,-0.1014
AC011043.1,-0.1015
LBHD1,-0.1016
SETMAR,-0.1017
TTLL11,-0.1017
SENP8,-0.1017
CCDC163,-0.1017
FO704657.1,-0.1017
AL606760.3,-0.1018
RGMB-AS1,-0.1022
AL359232.1,-0.1022
ZNF341,-0.1022
ZNF414,-0.1023
AC073896.2,-0.1023
APOM,-0.1025
NMT2,-0.1025
AL359643.3,-0.1026
ACOT11,-0.1026
AC010719.1,-0.1026
Z83851.1,-0.1026
AL133353.1,-0.1027
USP2,-0.1027
POMK,-0.1029
MAMSTR,-0.1029
ZNF572,-0.103
AC108471.2,-0.103
AC068338.2,-0.1031
AC145207.2,-0.1032
ZC3HAV1L,-0.1033
COL9A2,-0.1033
AC015726.1,-0.1034
RASSF1-AS1,-0.1034
ZKSCAN3,-0.1035
SNX22,-0.1036
KIAA0391,-0.1036
AC078795.1,-0.1038
AL049597.2,-0.1038
AP001318.2,-0.1039
ZCCHC18,-0.104
TRIM39,-0.104
ARHGAP28,-0.104
AL035252.3,-0.104
FLG-AS1,-0.1041
GNG10,-0.1041
AL365205.1,-0.1042
AC009088.1,-0.1045
RNASEH2B-AS1,-0.1045
LINC01547,-0.1045
GTF2H2C,-0.1046
C9orf147,-0.1046
EDC4,-0.1046
AL136454.1,-0.1046
KLHL25,-0.105
FAM71D,-0.1051
FKBP1C,-0.1051
MCMDC2,-0.1051
AC107081.2,-0.1051
NEUROD1,-0.1052
EGLN2,-0.1052
CCDC144NL-AS1,-0.1052
KLHDC7A,-0.1054
AC012065.4,-0.1054
C5orf63,-0.1054
AC090772.3,-0.1054
AC009133.1,-0.1055
ZNF607,-0.1057
AC104667.2,-0.1058
SSC4D,-0.1062
AC090617.3,-0.1064
PIH1D2,-0.1066
FBXL22,-0.1067
LINC02334,-0.107
LINC01771,-0.1073
AC005790.1,-0.1073
AC004069.1,-0.1077
ZGLP1,-0.108
PLD5,-0.1087
CSNK2A3,-0.1096
AL359921.1,-0.1097
AL162258.2,-0.1104
TMEM86B,-0.111
